enforcement_id,country_code,company_name,sector,violation_group,violation_type,enforcement_date,fine_amount_usd,enforcing_agency,summary,source_url
VTG24-66333,GB,Engie Global Markets,utilities and power generation,competition-related offenses,energy market violation,2019-09-05,2625605,Office of Gas and Electricity Markets,"Engie paid a £2,128,236 fine in settlement of a finding that the company engaged in market manipulation in the wholesale energy market by making false or misleading transactions or orders to affect energy prices.",Link to this record on Violation Tracker UK: here
VTG24-66044,GB,Bupa Care Homes (BNH) Limited,healthcare services,safety-related offenses,workplace safety or health violation,2015-06-20,2622719,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-73402,GB,Nationwide Building Society,financial services,consumer-protection-related offenses,insurance violation,2019-10-18,2580800,Competition and Markets Authority,"The CMA issued legally binding directions to Nationwide to put in place procedures to ensure accurate payment protection insurance reminders were sent, after finding no or inaccurate annual reminders were sent to customers with PPI. The company was refunding customers with total repayments of up to £2 million expected.",Link to this record on Violation Tracker UK: here
VTG24-65926,GB,Sesame Limited,financial services,financial offenses,investor protection violation,2014-10-29,2580610,Financial Conduct Authority,"Sesame paid a £1.6 million fine in settlement of a finding by the FCA that the company failed to avoid a conflict of interest in its financial advice to customers, setting up a pay to play system of only offering products from selected providers as a way to evade the ban of commission payments.",Link to this record on Violation Tracker UK: here
VTG24-67115,GB,British Airways Plc,airlines,safety-related offenses,workplace safety or health violation,2021-06-21,2554410,Health and Safety Executive,"British Airways PLC pleaded guilty to breaching section 2(1) of the Health and Safety at Work etc. Act 1974 after an employee was struck by a tug pulling a train of dollies, sustaining serious crush injuries.",Link to this record on Violation Tracker UK: here
VTG24-66954,GB,BNP Paribas London Branch,financial services,employment-related offenses,labor standards violation,2019-08-30,2532291,Employment Tribunal,"Breach of Contract, Equal Pay Act, Public Interest Disclosure, Sex Discrimination",Link to this record on Violation Tracker UK: here
VTG24-66932,GB,Focus Pharmaceuticals Limited and Mercury Pharma Group Ltd. and Cinven Partners LLP et al.,private equity (including portfolio companies),competition-related offenses,anti-competitive practices,2022-02-03,2507365,Competition and Markets Authority,"Alliance Pharmaceuticals Limited and Alliance Pharma plc, Focus Pharmaceuticals Limited, Focus Pharma Holdings Limited, Mercury Pharma Group Limited, Concordia Investment Holdings (UK) Limited, Concordia Investments (Jersey) Limited and Advanz Pharma Corp. Limited, Cinven Capital Management (V) General Partner Limited, Cinven (Luxco 1) S.A .r.l and Cinven Partners LLP, Lexon (UK) Limited and Lexon UK Holdings Limited, Medreich plc, Medreich Ltd, Meiji Seika Pharma Co. Ltd and Meiji Holdings Co. Ltd. were fined by the CMA following an investigation finding that the companies engaged in anti-competitive behaviour to increase the price of the drug prochlorperazine. Medreich's fine had a 40% leniency reduction for cooperating with the investigation.",Link to this record on Violation Tracker UK: here
VTG24-66720,GB,Southern Water Services Limited,financial services,environment-related offenses,water pollution violation,2016-12-16,2495600,Environment Agency,Southern Water was ordered to pay a £2 million fine for discharges of sewage into the sea in 2012.,Contained in data received in response to a Freedom of Information request for a spreadsheet version of data contained in the Environment Agency Public Register at (click here)
VTG24-66199,GB,Marks & Spencer PLC,retailing,safety-related offenses,workplace safety or health violation,2011-09-26,2488480,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-78843,GB,West Fraser (Europe) Ltd,building materials,safety-related offenses,workplace safety or health violation,2022-11-10,2481363,Health and Safety Executive,West Fraser Europe Limited,Link to this record on Violation Tracker UK: here
VTG24-66997,GB,PricewaterhouseCoopers LLP,business services,financial offenses,accounting fraud or deficiencies,2022-06-07,2468109,Financial Reporting Council,"PricewaterhousCoopers agreed to pay a £3.35 million fine, reduced for cooperation and admissions to £1,959,750 in a decision by the FRC that its audits of Kier Group plc did not meet the relevant requirements of statutory audits.",Link to this record on Violation Tracker UK: here
VTG24-65992,GB,Societe Generale,financial services,financial offenses,investor protection violation,2010-08-25,2434950,Financial Services Authority,Societe Generale paid a £1.5 million fine in settlement of a finding by the FSA that the company failed to submit accurate transaction reports to the Authority.,Link to this record on Violation Tracker UK: here
VTG24-67071,GB,Brocade Communications UK Ltd,electrical and electronic equipment,employment-related offenses,labor standards violation,2022-01-13,2426910,Employment Tribunal,"Age Discrimination, Disability Discrimination, Protective Award, Redundancy, Unfair Dismissal",Link to this record on Violation Tracker UK: here
VTG24-67385,GB,TikTok Information Technologies UK Limited,information technology,consumer-protection-related offenses,telecommunications violation,2024-07-24,2423438,Office of Communications,"TikTok agreed to pay a fine of £1.875 million in settlement of a finding by Ofcom that TikTok had insufficient systems to provide accurate information to Ofcom's statutory request for information concerning its parental controls feature, a breach of company duties under the Communications Act 2003.",Link to this record on Violation Tracker UK: here
VTG24-79154,GB,Henderson Investment Funds Ltd.,financial services,financial offenses,investor protection violation,2019-11-18,2421732,Financial Conduct Authority,"Henderson paid a £1.86 million fine in settlement of the FCA finding the company failed to inform retail investors of a reduction in active management of two of its funds, treating them unfairly in comparison to institutional investors who were informed and had fees dropped.",Link to this record on Violation Tracker UK: here
VTG24-66180,GB,Kier Integrated Services Limited,construction and engineering,safety-related offenses,workplace safety or health violation,2012-03-05,2417520,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-66305,GB,Hutchison 3G UK Ltd dba Three,telecommunications,consumer-protection-related offenses,telecommunications violation,2017-06-16,2415042,Office of Communications,"Three paid a fine of £1,890,000 in settlement of a finding by Ofcom that the company failed in its statutory requirement to maintain, to the greatest extent possible, uninterrupted access to emergency organisations at part of publicly available telephone services offered.",Link to this record on Violation Tracker UK: here
VTG24-65980,GB,Santander UK plc,financial services,financial offenses,investor protection violation,2012-02-20,2369400,Financial Services Authority,"Santander paid a £1.5 million fine in settlement of a finding by the FSA that the company failed to provide clear and accurate information about certain investment products, specifically that they had limited cover under the Financial Services Compensation Scheme.",Link to this record on Violation Tracker UK: here
VTG24-66281,GB,Deloitte LLP,business services,financial offenses,accounting fraud or deficiencies,2020-01-21,2368031,Institute of Chartered Accountants in England and Wales,"Deloitte LLP was fined £925,000 plus £890,000 costs for a breach of Disciplinary Bye-Law in relation to failing to comply with the Code of Ethics with proposed appointments of Joint Administrators of Comet Group Ltd.",Link to this record on Violation Tracker UK: here
VTG24-83999,GB,HC-One Limited,healthcare services,safety-related offenses,workplace safety or health violation,2025-10-30,2366460,Health and Safety Executive,"HC-One Limited, pleaded guilty to failings under the Health and Safety at Work etc. Act 1974 after a care home resident died while left unsupervised. The company was fined £1.8 million",Link to this record on Violation Tracker UK: here
VTG24-66246,GB,Tata Steel UK Limited,diversified,safety-related offenses,workplace safety or health violation,2010-04-23,2365902,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-66757,GB,Thames Water Utilities Limited,utilities and power generation,environment-related offenses,water pollution violation,2019-07-26,2328745,Environment Agency,"Thames Water was ordered to pay a £2 million fine (later changed to £1.8 million and £200,000 to local charities) with costs of £79,991 after pleading guilty to charges of allowing raw sewage into two Oxfordshire streams, after the company failed to respond to alarms triggered by equipment failure.",Contained in data received in response to a Freedom of Information request for a spreadsheet version of data contained in the Environment Agency Public Register at (click here)
VTG24-66330,GB,British Gas/ Centrica,utilities and power generation,consumer-protection-related offenses,consumer protection violation,2021-03-02,2318072,Office of Gas and Electricity Markets,Ofgem concluded compliance engagement with 18 suppliers in relation to their adherence to the price protection rules which should protect customers' tariff prices when they decide to either switch suppliers or tariffs after a price increase.,Link to this record on Violation Tracker UK: here
VTG24-66331,GB,British Gas,utilities and power generation,consumer-protection-related offenses,consumer protection violation,2020-08-27,2286064,Office of Gas and Electricity Markets,Ofgem has closed compliance engagement with British Gas over a number of non-compliance issues relating to its handling of a change in Prepayment Meter Top-up vendor from Paypoint to Payzone / Post Office.,Link to this record on Violation Tracker UK: here
VTG24-66318,GB,Mercedes-Benz UK Limited and Daimler UK Limited and Daimler AG,motor vehicles,competition-related offenses,anti-competitive practices,2013-03-27,2255687,Office of Fair Trading,"Ciceley, Enza, Mercedes-Benz and Road Range agreed to pay fines in settlement of a decision by the OFT that they were involved in a cartel along with H&L Garages and Northside in several competition law infringements, all with some element of market sharing, price coordination or exchange of commercially sensitive information. H&L Garages was fined without settlement, while Northside was granted immunity to a fine under the OFT leniency policy for reporting and assisting the OFT with the investigation.",Link to this record on Violation Tracker UK: here
VTG24-66077,GB,Explore Manufacturing Limited,construction and engineering,safety-related offenses,workplace safety or health violation,2014-07-08,2250388,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-66165,GB,Tarmac Trading Limited,building materials,safety-related offenses,workplace safety or health violation,2012-07-02,2242097,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-79135,GB,BT Group plc,telecommunications,competition-related offenses,anti-competitive practices,2025-03-21,2241909,Competition and Markets Authority,"Broadcasters BBC, ITV, BT and IMG agreed to pay a total of £4,240,356 in settlement of a finding by the CMA that they shared sensitive information about fees for freelance workers such as camera operators and sound technicians at sports events to prevent bidding wars raising costs.",Link to this record on Violation Tracker UK: here
VTG24-65552,GB,Actavis UK Ltd.,pharmaceuticals,competition-related offenses,anti-competitive practices,2016-02-12,2230976,Competition and Markets Authority,"Actavis UK Limited (formerly Alpharma Limited) was fined £1,542,860 in a decision by the CMA that the company accepted money from GlaxoSmithKline to delay entry into the UK market with the generic drug paroxetine (allowing GSKs branded version Seroxat to dominate the market at a higher price), in breach of competition law.",Link to this record on Violation Tracker UK: here
VTG24-67002,GB,National Westminster Bank Plc et al.,financial services,consumer-protection-related offenses,consumer protection violation,2022-05-12,2220036,Payment Systems Regulator,"National Westminster Bank Plc, Royal Bank of Scotland Plc, Ulster Bank Ltd and Coutts & Company (the NatWest Group banks) were fined £1.82 million for overcharging interchange fees on credit cards by treating the cards of 'commercial' cards rather than 'consumer' cards. The banks also reimbursed £1.75 million to customers.",Link to this record on Violation Tracker UK: here
VTG24-81954,GB,Costain Limited,construction and engineering,safety-related offenses,workplace safety or health violation,2015-03-04,2214686,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-66917,GB,Hillside New Media Ltd.,entertainment,consumer-protection-related offenses,gambling industry violation,2014-06-25,2164016,Gambling Commission,,Contained in a dataset provided by the Gambling Commission covering cases no longer posted on the agency's website.
VTG24-66238,GB,Total UK Limited,oil and gas,safety-related offenses,workplace safety or health violation,2010-06-29,2162742,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-78836,GB,PricewaterhouseCoopers,business services,financial offenses,accounting fraud or deficiencies,2012-01-06,2160340,Financial Reporting Council,"PricewaterhouseCoopers was fined £1.4 million by the Accountancy and Actuarial Discipline Board, after admitting to an investigation that it wrongly told regulators for seven years that JPMorgan Securities was keeping client money separate from its own money.",Link to this record on Violation Tracker UK: here
VTG24-67289,GB,E.ON,utilities and power generation,competition-related offenses,energy market violation,2023-11-09,2111988,Office of Gas and Electricity Markets,"Energy suppliers British Gas, OVO, Bulb, E.ON, Scottish Power and SSE agreed to pay out a total of £10.8 million after missing smart meter installation targets for 2022.",Link to this record on Violation Tracker UK: here
VTG24-66078,GB,Select Plant Hire Company Limited,construction and engineering,safety-related offenses,workplace safety or health violation,2014-07-08,2079118,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-66328,GB,National Grid Electricity System Operator Limited,utilities and power generation,competition-related offenses,energy market violation,2021-04-08,2060850,Office of Gas and Electricity Markets,"National Grid ESO paid a £1 penalty plus £1,499,999 to the Voluntary Redress Fund in settlement of a finding by Ofgem that the company failed to comply with its requirements to provide accurate forecasts of electricity demand with lack of oversight to spot and correct the behaviour. Inaccurate forecasts may have incurred increased wholesale costs of electricity and benefited the company financially.",Link to this record on Violation Tracker UK: here
VTG24-75660,GB,Brand Energy and Infrastructure Services UK Ltd,construction and engineering,safety-related offenses,workplace safety or health violation,2024-11-27,2057884,Health and Safety Executive,"Brand Energy and Infrastructure Services UK Ltd pleaded guilty to breaching Section 2(1) of the Health and Safety at Work etc. Act 1974 after an employee was fatally injured by a load falling from a lorry mounted crane. The company was fined £1,600,000 and ordered to pay £23,193.60 in costs",Link to this record on Violation Tracker UK: here
VTG24-66928,GB,"Meta Platforms, Inc. and Tabby Acquisition Sub Inc. and Facebook UK Ltd.",information technology,competition-related offenses,anti-competitive practices,2022-02-04,2031450,Competition and Markets Authority,Meta was fined £1.5 million in an order by the CMA finding the company failed to inform them of material changes to the business (the resignation of 3 key employees) as required during a merger investigation.,Link to this record on Violation Tracker UK: here
VTG24-82009,GB,Tata Steel (UK) Ltd,diversified,safety-related offenses,workplace safety or health violation,2025-08-01,2023745,Health and Safety Executive,"Tata Steel (UK) Ltd pleaded guilty to breaching Sections 2(1) and 3(1) of the Health and Safety at Work etc. Act 1974 after a contractor was fatally crushed by a piece of machinery. The company was fined £1.5 million and ordered to pay £26,318.67 in costs",Link to this record on Violation Tracker UK: here
VTG24-83342,GB,Utility Warehouse,utilities and power generation,consumer-protection-related offenses,consumer protection violation,2021-11-10,2020500,Office of Gas and Electricity Markets,Utility Warehouse agreed to pay £1.5 million in settlement of a finding by Ofgem that the company failed to treat customers fairly and to offer services and support to those in payment difficulty.,Link to this record on Violation Tracker UK: here
VTG24-81274,GB,Cadent Gas Limited,utilities and power generation,consumer-protection-related offenses,utility service violation,2025-05-30,2020200,Office of Gas and Electricity Markets,"Ofgem accepted payments to their Voluntary Redress Fund by Cadent, SGN Scotland, and SGN Southern after an admission that they breached the obligations contained within SSC D10 2(h) by failing to attend gas emergencies in the prescribed timescales.",Link to this record on Violation Tracker UK: here
VTG24-66315,GB,British Telecommunications plc,telecommunications,consumer-protection-related offenses,consumer protection violation,2014-03-17,1997400,Office of Communications,"BT agreed to repay over £1,200,000 to customers after a finding by Ofcom that a failure by the company to provide information requested led to a delay in reducing phone line rental charge controls.",Link to this record on Violation Tracker UK: here
VTG24-67242,GB,Cygnet Health Care Limited,healthcare services,healthcare-related offenses,care quality violation,2023-09-22,1973319,Care Quality Commission,"Cygnet Health pleaded guilty to one offence of failing to provide safe care and treatment contrary to Regulations 12 and 22 of the Health and Social Care Act 2008 (Regulated Activities) Regulations 2014 when a resident took their life after a failure to mitigate known risk. The company was fined $1,530,000 and ordered to pay £79,773.59 costs and £180 victim surcharge.",Link to this record on Violation Tracker UK: here
VTG24-66107,GB,Phillips 66 Limited,oil and gas,safety-related offenses,workplace safety or health violation,2013-10-30,1962240,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-83303,GB,Howden Joinery Limited,building materials,safety-related offenses,workplace safety or health violation,2014-11-10,1956598,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-83338,GB,QIB (UK) Plc,financial services,financial offenses,internal controls deficiency,2016-04-08,1953472,Bank of England-Prudential Regulation Authority,"The Prudential Regulation Authority imposed a fine of £1,384,950 on QIB (UK) Plc, for significant failings in assessing, maintaining and reporting to the regulator on its financial resources.",Link to this record on Violation Tracker UK: here
VTG24-67033,GB,Yorkshire Water Services Ltd.,utilities and power generation,environment-related offenses,water pollution violation,2022-07-16,1924429,Environment Agency,"Yorkshire Water was fined £1,600,750 and ordered to pay a victim surcharge of £170 and £22,112.79 in costs after pleading guilty to unauthorised sewage discharges into Bradford Beck when failed pumps in a detention tank were not fixed.",Link to this record on Violation Tracker UK: here
VTG24-81953,GB,Costain Limited,construction and engineering,safety-related offenses,workplace safety or health violation,2015-08-03,1906133,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-66298,GB,Royal Mail Group plc,diversified,consumer-protection-related offenses,consumer protection violation,2020-07-10,1898100,Office of Communications,Royal Mail was fined £1.5 million for failing to reach its regulatory delivery target for first class mail which requires 93% of first class post to arrive within one working day of collection.,Link to this record on Violation Tracker UK: here
VTG24-67000,GB,Deloitte LLP,business services,financial offenses,accounting fraud or deficiencies,2022-04-21,1891090,Financial Reporting Council,"Deloitte agreed to pay a £2 million fine, reduced for cooperation and admissions to £1,450,000 in a decision by the FRC that its audits of Mitie Group plc did not meet the relevant requirements of statutory audits.",Link to this record on Violation Tracker UK: here
VTG24-65559,GB,Argos Limited,retailing,employment-related offenses,labor standards violation,2017-08-16,1879980,"Department for Business, Energy & Industrial Strategy","The fine for not paying minimum wage is not reported, penalty shown is the wage arrears paid, £1461881.78 to 12176 workers",Link to this record on Violation Tracker UK: here
VTG24-75423,GB,Viatris Inc.,pharmaceuticals,competition-related offenses,anti-competitive practices,2024-11-22,1877400,Competition and Markets Authority,"The Competition and Markets Authority fined Viatris Inc. £1.5 million for failing to comply with an enforcement order requiring it to obtain the consent of the CMA before making changes to key staff during an investigation of whether its proposed acquisition of rights to hormone replacement therapy treatments could reduce competition, and then failed to report the breach.",Link to this record on Violation Tracker UK: here
VTG24-67362,GB,ScottishPower Energy Retail Ltd,utilities and power generation,consumer-protection-related offenses,consumer protection violation,2024-04-16,1865550,Office of Gas and Electricity Markets,ScottishPower agreed to pay £1.5 million in refunds and compensation after confirming it mistakenly overcharged direct debit customers a higher rate.,Link to this record on Violation Tracker UK: here
VTG24-67317,GB,KPMG LLP,business services,financial offenses,accounting fraud or deficiencies,2024-03-04,1857521,Financial Reporting Council,"KPMG agreed to pay £1,462,500 and costs of £535,000, and accept a severe reprimand, in settlement of a finding by the FRC that KPMG's audit of M&C Saatchi did not satisfy the relevant requirements, after accounting errors were found by M&C Saatchi and the FRC in a number of areas.",Link to this record on Violation Tracker UK: here
VTG24-65549,GB,Royal Bank of Scotland Group,financial services,consumer-protection-related offenses,insurance violation,2019-08-23,1839150,Competition and Markets Authority,"The CMA issued legally binding directions to RBSG to put in place procedures to ensure accurate payment protection insurance reminders were sent, after finding no annual reminders were sent to some customers with PPI. The company was refunding customers with £1.5 million returned so far.",Link to this record on Violation Tracker UK: here
VTG24-66110,GB,Veolia UK Limited,waste management and environmental services,safety-related offenses,workplace safety or health violation,2013-10-18,1828792,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-73408,GB,Hugo Boss,apparel,safety-related offenses,workplace safety or health violation,2015-09-04,1823400,Cherwell District Council,Hugo Boss was fined £1.2 million in connection with the death of a young boy killed when a large mirror fell on him in one of the company's shops.,Link to this record on Violation Tracker UK: here
VTG24-67118,GB,Siemens PLC,diversified,safety-related offenses,workplace safety or health violation,2023-02-08,1813084,Office of Rail and Road,"Siemens pleaded guilty of a breach under the Health and Safety at Work etc. Act 1974 when a contractor was fatally crushed by an electric motor during removal, and was fined £1.4 million plus costs of £99,284",Link to this record on Violation Tracker UK: here
VTG24-65987,GB,Barclays Capital Securities Limited,financial services,financial offenses,investor protection violation,2011-01-26,1791240,Financial Services Authority,"Barclays Capital paid a £1.1 million fine in settlement of a finding by the FSA that the company failed to maintain adequate records to distinguish client assets accurately, risking loss to the client if the company became insolvent.",Link to this record on Violation Tracker UK: here
VTG24-67255,GB,Tarmac Aggregates Limited,building materials,safety-related offenses,workplace safety or health violation,2023-09-27,1789618,Health and Safety Executive,"Tarmac Aggregates Limited pleaded guilty to breaching Section 2(1) and Section 3(1) of the Health and Safety at Work etc. Act 1974 after a contractor was killed during maintenance work. The company was fined £1,275,000 and ordered to pay £200,000 in costs",Link to this record on Violation Tracker UK: here
VTG24-66183,GB,Total Energies E&P UK Limited,oil and gas,safety-related offenses,workplace safety or health violation,2012-02-25,1785263,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-67148,GB,British Gas/ Centrica,utilities and power generation,consumer-protection-related offenses,consumer protection violation,2021-03-02,1771910,Office of Gas and Electricity Markets,Ofgem concluded compliance engagement with 18 suppliers in relation to their adherence to the price protection rules which should protect customers' tariff prices when they decide to either switch suppliers or tariffs after a price increase.,Link to this record on Violation Tracker UK: here
VTG24-66080,GB,National Grid Gas PLC,utilities and power generation,safety-related offenses,workplace safety or health violation,2014-06-23,1745729,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-67337,GB,Openreach Ltd,telecommunications,safety-related offenses,workplace safety or health violation,2024-06-05,1731566,Health and Safety Executive,"Openreach Limited pleaded guilty to breaching Section 2 (1) of the Health and Safety at work etc. Act 1974 after an engineer died while repairing a telephone line. The company was fined £1.34 million and ordered to pay costs of £15,858",Link to this record on Violation Tracker UK: here
VTG24-79129,GB,Lexon (UK) Limited,diversified,competition-related offenses,anti-competitive practices,2021-02-25,1721350,Competition and Markets Authority,"Lexon was ordered to pay £1,220,383 by the Competition Appeal Tribunal in judgment of a decision by the CMA that the company had illegally shared commercially sensitive information with other suppliers of the drug nortriptyline to keep prices up. The other companies involved, King Pharmaceuticals and Alissa Healthcare Research, had already settled the decision and fine.",Link to this record on Violation Tracker UK: here
VTG24-67167,GB,British Gas,utilities and power generation,consumer-protection-related offenses,consumer protection violation,2014-07-04,1715200,Office of Gas and Electricity Markets,"Ofgem secured a £1 million package from British Gas after they mis-sold to customers in Sainsbury's stores nationwide and in Westfield shopping centre, Shepherds Bush. In addition, staff and branding in Sainsbury's stores did not make clear that British Gas was the supply partner for Sainsbury's Energy.",Link to this record on Violation Tracker UK: here
VTG24-79810,GB,giffgaff Limited,telecommunications,consumer-protection-related offenses,consumer protection violation,2019-07-30,1700720,Office of Communications,"Giffgaff paid a £1.4 million fine in settlement of a finding by Ofcom that the company overcharged customers with a billing error when they bought pre-paid bundles of voice minutes, SMS and data on mobile phone accounts.",Link to this record on Violation Tracker UK: here
VTG24-67149,GB,Shell,oil and gas,consumer-protection-related offenses,consumer protection violation,2021-03-02,1699459,Office of Gas and Electricity Markets,Ofgem concluded compliance engagement with 18 suppliers in relation to their adherence to the price protection rules which should protect customers' tariff prices when they decide to either switch suppliers or tariffs after a price increase.,Link to this record on Violation Tracker UK: here
VTG24-66256,GB,Ticketmaster UK Limited,entertainment,consumer-protection-related offenses,privacy violation,2020-11-13,1647000,Information Commissioner's Office,The ICO fined Ticketmaster UK Limited £1.25 million for failing to protect customers' payment details.,Link to this record on Violation Tracker UK: here
VTG24-83288,GB,Greencore Grocery Limited,food products,safety-related offenses,workplace safety or health violation,2013-10-11,1642335,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-67169,GB,Npower,utilities and power generation,consumer-protection-related offenses,consumer protection violation,2013-12-03,1641600,Office of Gas and Electricity Markets,Npower published an apology and promised to pay £1m to vulnerable consumers after Ofgem intervened on poor service.,Link to this record on Violation Tracker UK: here
VTG24-66148,GB,Balfour Beatty Civil Engineering Limited,construction and engineering,safety-related offenses,workplace safety or health violation,2012-10-01,1638376,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-67266,GB,Shell U.K. Limited,oil and gas,safety-related offenses,workplace safety or health violation,2023-12-14,1631942,Health and Safety Executive,"Shell U.K. Limited, of York Road, Lambeth, London, pleaded guilty to breaching Section 3(1) of The Health and Safety at Work etc. Act 1974 after an offshore worker's feet were crushed while walking along a gangway over the North Sea. The company was fined £1,031,250 and ordered to pay £247,000.",Link to this record on Violation Tracker UK: here
VTG24-66210,GB,Tata Steel UK Limited,diversified,safety-related offenses,workplace safety or health violation,2011-06-17,1618600,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-66368,GB,DB Cargo (UK) Limited,freight and logistics,safety-related offenses,railroad safety violation,2020-01-09,1604707,Office of Rail and Road,"DB Cargo was fined £1.2 million plus £27,873 costs after pleading guilty to a breach of the Health and Safety at Work Act when it failed to prevent unauthorised access to a freight terminal leading to serious injury to a trespasser.",Link to this record on Violation Tracker UK: here
VTG24-65999,GB,Instinet Europe Limited,financial services,financial offenses,investor protection violation,2010-04-08,1603560,Financial Services Authority,Instinet Europe Limited paid a £1.05 million fine in settlement of a finding by the FSA that the company failed to submit accurate transaction reports to the Authority.,Link to this record on Violation Tracker UK: here
VTG24-81973,GB,JD Sports Fashion Plc,retailing,competition-related offenses,anti-competitive practices,2022-09-27,1596821,Competition and Markets Authority,"Elite Sports, JD Sports, and Rangers FC were fined a total of over £2 million after a finding by the CMA that the companies broke competition law by fixing the retail prices of a number of Rangers-branded replica kits and other clothing products.",Link to this record on Violation Tracker UK: here
VTG24-66363,GB,British Gas Trading Limited,utilities and power generation,competition-related offenses,energy market violation,2011-11-03,1595900,Office of Gas and Electricity Markets,"BG paid £125,000 in settlement of a finding by Ofgem that the company failed to accurately report the amount of electricity it supplied, used to calculate payments in the Renewables Obligation scheme.",Link to this record on Violation Tracker UK: here
VTG24-67321,GB,Wizz Air Holdings Plc,airlines,consumer-protection-related offenses,consumer protection violation,2023-07-27,1595880,Civil Aviation Authority,"Wizz Air made an undertaking with the CAA to offer passengers re-routing or reimbursement after flight cancellation or delay, and to review closed claims to identify those eligible for payment or additional payment, in settlement of allegations the company was not in compliance with passenger regulations. Following the enforcement action £1.24 million was refunded to passengers.",Link to this record on Violation Tracker UK: here
VTG24-66931,GB,Medreich plc and Medreich Ltd,food products,competition-related offenses,anti-competitive practices,2022-02-03,1588107,Competition and Markets Authority,"Alliance Pharmaceuticals Limited and Alliance Pharma plc, Focus Pharmaceuticals Limited, Focus Pharma Holdings Limited, Mercury Pharma Group Limited, Concordia Investment Holdings (UK) Limited, Concordia Investments (Jersey) Limited and Advanz Pharma Corp. Limited, Cinven Capital Management (V) General Partner Limited, Cinven (Luxco 1) S.A .r.l and Cinven Partners LLP, Lexon (UK) Limited and Lexon UK Holdings Limited, Medreich plc, Medreich Ltd, Meiji Seika Pharma Co. Ltd and Meiji Holdings Co. Ltd. were fined by the CMA following an investigation finding that the companies engaged in anti-competitive behaviour to increase the price of the drug prochlorperazine. Medreich's fine had a 40% leniency reduction for cooperating with the investigation.",Link to this record on Violation Tracker UK: here
VTG24-66953,GB,J P Morgan Securities plc,financial services,employment-related offenses,labor standards violation,2021-06-29,1585594,Employment Tribunal,Notes: Penalty is the smallest scheduled remedy judgment,Link to this record on Violation Tracker UK: here
VTG24-66312,GB,EE Limited,telecommunications,consumer-protection-related offenses,consumer protection violation,2015-07-03,1561400,Office of Communications,EE paid a fine of £1 million from a finding by Ofcom that the company failed to have regulatory compliant quality of complaints handling.,Link to this record on Violation Tracker UK: here
VTG24-80842,GB,Capita Business Services Ltd t/a Capita HR Solutions,business services,employment-related offenses,labor standards violation,2025-05-29,1557254,"Department for Business, Energy & Industrial Strategy","Employer named by the government for failing to pay the minimum wage. Penalty is the amount of wage arrears repaid. Companies were also liable for financial penalties for the breaches, but the amounts were not provided.",Link to this record on Violation Tracker UK: here
VTG24-67363,GB,Star Pubs & Bars Ltd,beverages,competition-related offenses,anti-competitive practices,2023-04-19,1555250,Pubs Code Adjudicator,Star agreed to pay £1.25 million in settlement of allegations it was not transparent with their tied tenants in charging them for premises insurance.,Link to this record on Violation Tracker UK: here
