enforcement_id,country_code,company_name,sector,violation_group,violation_type,enforcement_date,fine_amount_usd,enforcing_agency,summary,source_url
US_FTC_MERGER_1510198,US,Hikma Pharmaceuticals PLC,healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2016-02-26,2000000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/151-0198/hikma-pharmaceuticals-plc-matter
US_FTC_MERGER_1510202,US,"Lupin Ltd., et al.",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2016-02-19,850000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/151-0202/lupin-ltd-et-al-matter
US_FTC_MERGER_1510044,US,Bedford Laboratories/Hikma Pharmaceuticals,healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2016-02-19,5000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/151-0044/bedford-laboratorieshikma-pharmaceuticals
US_FTC_MERGER_1510215,US,"Rangers Renal Holding, LP; US Renal Care, Inc.; Dialysis Parent, LLC and Dialysis HoldCo, LLC",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2015-12-30,640000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/151-0215/rangers-renal-holding-lp-us-renal-care-inc-dialysis-parent
US_FTC_MERGER_1510149,US,"ArcLight Energy Partners Fund VI, L.P.",energy,consumer protection-related offenses,"deceptive practices, unfair practices",2015-12-28,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/151-0149/arclight-energy-partners-fund-vi-lp-matter
US_FTC_MERGER_1410231,US,"Advocate Health Care Network, Advocate Health and Hospitals Corporation, NorthShore University HealthSystem",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2015-12-18,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0231/advocate-health-care-network-advocate-health-hospitals
US_FTC_MERGER_1410191,US,The Penn State Hershey Medical Center/PinnacleHealth System,healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2015-12-08,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0191/penn-state-hershey-medical-centerpinnaclehealth-system
US_FTC_MERGER_1510065,US,Staples/Office Depot,retail,consumer protection-related offenses,"deceptive practices, unfair practices",2015-12-07,6300000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/151-0065/staplesoffice-depot-matter
US_FTC_MERGER_1510090,US,NXP Semiconductors N.V.,technology,consumer protection-related offenses,"deceptive practices, unfair practices",2015-11-25,11800000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/151-0090/nxp-semiconductors-nv-matter
US_FTC_MERGER_1410218,US,Cabell Huntington Hospital/St. Mary's Medical Center,healthcare,competition-related offenses,"monopoly, deceptive practices, unfair practices",2015-11-06,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0218/cabell-huntington-hospitalst-marys-medical-center-matter
US_FTC_MERGER_1510129,US,Mylan N. V.,healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2015-11-03,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/151-0129-c-4557/mylan-n-v-matter-perrigo-company
US_FTC_MERGER_1410025,US,"Keystone Orthopaedic Specialists, LLC, and Orthopaedic Associates of Reading, Ltd.",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2015-10-15,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0025/keystone-orthopaedic-specialists-llc-orthopaedic-associates
US_FTC_MERGER_1510018,US,"Wright Medical Group, Inc./Tornier N.V.",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2015-09-30,3300000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/151-0018/wright-medical-group-inctornier-nv
US_FTC_MERGER_1510137,US,Endo International plc,healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2015-09-25,8000000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/151-0137/endo-international-plc
US_FTC_MERGER_1510074,US,"Pfizer Inc./Hospira, Inc.",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2015-08-24,16000000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/151-0074/pfizer-inchospira-inc
US_FTC_MERGER_1410207,US,"Dollar Tree, Inc./Family Dollar Stores, Inc.",retail,consumer protection-related offenses,"deceptive practices, unfair practices",2015-07-02,9200000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0207/dollar-tree-incfamily-dollar-stores-inc
US_FTC_MERGER_1410144,US,"Zimmer Holdings, Inc. / Biomet, Inc.",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2015-06-24,13350000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0144/zimmer-holdings-inc-biomet-inc
US_FTC_MERGER_1510032,US,Steris/Synergy Health,healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2015-05-29,1900000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/1510032/sterissynergy-health
US_FTC_MERGER_1410168,US,"Reynolds American Inc., and Lorillard, Inc.",manufacturing,consumer protection-related offenses,"deceptive practices, unfair practices",2015-05-26,27400000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0168/reynolds-american-inc-lorillard-inc-matter
US_FTC_MERGER_1410235,US,ZF Friedrichshafen and TRW Automotive,manufacturing,consumer protection-related offenses,"deceptive practices, unfair practices",2015-05-05,12400000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0235/zf-friedrichshafen-trw-automotive-matter
US_FTC_MERGER_1410129,US,Holcim Ltd. and Lafarge S.A.,manufacturing,consumer protection-related offenses,"deceptive practices, unfair practices",2015-05-04,25000000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0129/holcim-ltd-lafarge-sa-matter
US_FTC_MERGER_1410171,US,Par Petroleum/Mid Pac Petroleum,energy,consumer protection-related offenses,"deceptive practices, unfair practices",2015-03-18,107000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0171/par-petroleum-mid-pac-petroleum
US_FTC_MERGER_1510011,US,"Impax Laboratories, Inc., et al.",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2015-03-06,700000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/151-0011-c-4511/impax-laboratories-inc-et-al-matter
US_FTC_MERGER_1410067,US,Sysco/USF Holding/US Foods,manufacturing,consumer protection-related offenses,"deceptive practices, unfair practices",2015-03-02,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0067/syscousf-holdingus-foods-matter
US_FTC_MERGER_1410134,US,"Sun Pharmaceutical Industries, Ltd., et al.",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2015-01-30,4000000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0134/sun-pharmaceutical-industries-ltd-et-al-matter
US_FTC_MERGER_1410108,US,"Cerberus Institutional Partners V, LP., AB Acquisition LLC, and Safeway Inc.",retail,consumer protection-related offenses,"deceptive practices, unfair practices",2015-01-27,9200000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0108/cerberus-institutional-partners-v-lp-ab-acquisition-llc
US_FTC_MERGER_1410142,US,Eli Lilly and Company and Novartis AG,healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2014-12-22,5400000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0142/eli-lilly-company-novartis-ag-matter
US_FTC_MERGER_1410085,US,Verisk/EagleView,technology,competition-related offenses,"monopoly, deceptive practices, unfair practices",2014-12-17,650000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0085/veriskeagleview-matter
US_FTC_MERGER_1410141,US,Novartis AG,healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2014-11-26,16000000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0141/novartis-ag-matter
US_FTC_MERGER_1410187,US,"Medtronic, Inc. and Covidien plc",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2014-11-26,42900000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0187/medtronic-inc-covidien-plc-matter
US_FTC_MERGER_1410159,US,"Prestige Brands Holdings, Inc. and Insight Pharmaceuticals Corporation",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2014-08-28,750000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0159/prestige-brands-holdings-inc-insight-pharmaceuticals
US_FTC_MERGER_1410162,US,"Akorn, Inc.",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2014-08-04,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0162/akorn-inc-matter
US_FTC_MERGER_1410101,US,Valeant Pharmaceuticals International and Precision Dermatology,healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2014-07-03,475000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0101/valeant-pharmaceuticals-international-precision-dermatology
US_FTC_MERGER_1410098,US,Actavis PLC and Forest Laboratories,healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2014-06-30,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0098/actavis-plc-forest-laboratories-matter
US_FTC_MERGER_1410033,US,Visant/Jostens/American Achievement,manufacturing,consumer protection-related offenses,"deceptive practices, unfair practices",2014-04-18,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/141-0033/visantjostensamerican-achievement-matter
US_FTC_MERGER_1310221,US,Akorn and Hi-Tech Pharmacal,healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2014-04-14,640000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/131-0221/akorn-hi-tech-pharmacal-matter
US_FTC_MERGER_1310199,US,"CoreLogic, Inc.",technology,consumer protection-related offenses,"deceptive practices, unfair practices",2014-03-24,661000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/131-0199/corelogic-inc-matter
US_FTC_MERGER_1310162,US,"Bi-Lo Holdings, LLC",retail,consumer protection-related offenses,"deceptive practices, unfair practices",2014-02-25,265000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/131-0162/bi-lo-holdings-llc
US_FTC_MERGER_1310134,US,Thermo Fisher Scientific Inc.,healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2014-01-31,13600000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-and-proceedings/cases/131-0134/thermo-fisher-scientific-inc
US_FTC_MERGER_1310225,US,"Endo Health Solutions Inc., Boca Life Science Holdings, LLC, and Boca Pharmacal, LLC",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2014-01-31,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-and-proceedings/cases/131-0225/endo-health-solutions-inc-boca-life-science
US_FTC_MERGER_1310202,US,Community Health Systems and Health Management Associates,healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2014-01-22,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-and-proceedings/cases/131-0202/community-health-systems-health-management
US_FTC_MERGER_1310159,US,"Fidelity National Financial, Inc., and Lender Processing Services",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2013-12-24,2900000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-and-proceedings/cases/131-0159/matter-fidelity-national-financial-inc-lender
US_FTC_MERGER_1310227,US,AB Acquisition LLC,retail,consumer protection-related offenses,"deceptive practices, unfair practices",2013-12-23,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-and-proceedings/cases/131-0227/ab-acquisition-llc-matter
US_FTC_MERGER_1310163,US,"Service Corporation International and Stewart Enterprises, Inc.",healthcare,competition-related offenses,"collusion, deceptive practices, unfair practices",2013-12-23,1400000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-and-proceedings/cases/matter-service-corporation-international-stewart-enterprises
US_FTC_MERGER_1310070,US,Honeywell International Inc.,technology,consumer protection-related offenses,"deceptive practices, unfair practices",2013-09-13,600000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-and-proceedings/cases/2013/11/honeywell-international-inc-matter
US_FTC_MERGER_1210165,US,"Solera Holdings, Inc.",technology,consumer protection-related offenses,"deceptive practices, unfair practices",2013-07-22,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/os/caselist/1210165/index.shtm
US_FTC_MERGER_1310069,US,General Electric Company,manufacturing,consumer protection-related offenses,"deceptive practices, unfair practices",2013-07-19,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/os/caselist/1310069/index.shtm
US_FTC_MERGER_1310087,US,"Ardagh Group S.A., Saint-Gobain Containers, Inc., and Compagnie de Saint-Gobain",manufacturing,consumer protection-related offenses,"deceptive practices, unfair practices",2013-07-01,1700000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-and-proceedings/cases/131-0087/ardagh-group-sa-public-limited-liability-company
US_FTC_MERGER_1310052,US,Tesoro Corporation and Tesoro Logistics Operations LLC,energy,consumer protection-related offenses,"deceptive practices, unfair practices",2013-06-17,335000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/os/caselist/1310052/index.shtm
US_FTC_MERGER_1310064,US,"Pinnacle Entertainment, Inc., and Ameristar Casinos, Inc.",retail,consumer protection-related offenses,"deceptive practices, unfair practices",2013-05-29,2800000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/os/adjpro/d9355/
US_FTC_MERGER_1010215,US,Graco Inc.,manufacturing,consumer protection-related offenses,"deceptive practices, unfair practices",2013-04-18,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://ftc.gov/os/caselist/1010215/index.shtm
US_FTC_MERGER_1110034,US,"Charlotte Pipe and Foundry Company, et al.",manufacturing,consumer protection-related offenses,"deceptive practices, unfair practices",2013-04-02,19000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://ftc.gov/os/caselist/1110034/index.shtm
US_FTC_MERGER_1210069,US,"St. Luke's Health System, Ltd, and Saltzer Medical Group, P.A.",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2014-01-24,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/os/caselist/1210069/index.shtm
US_FTC_MERGER_1110078,US,"Oltrin Solutions, LLC, a company; JCI Jones Chemicals, Inc.",manufacturing,consumer protection-related offenses,"deceptive practices, unfair practices",2013-01-18,5500000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://ftc.gov/os/caselist/1110078/index.shtm
US_FTC_MERGER_1210081,US,Bosch (Robert Bosch GmbH),manufacturing,competition-related offenses,"monopoly, deceptive practices, unfair practices",2012-11-26,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/os/caselist/1210081/index.shtm
US_FTC_MERGER_1210155,US,"Reading Health System, and Surgical Institute of Reading",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2012-11-16,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://ftc.gov/os/adjpro/d9353/index.shtm
US_FTC_MERGER_1010137,US,"Hertz Global Holdings, Inc.",transportation,consumer protection-related offenses,"deceptive practices, unfair practices",2012-11-15,2300000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/os/caselist/1010137/index.shtm
US_FTC_MERGER_1210133,US,Corning Incorporated,manufacturing,consumer protection-related offenses,"deceptive practices, unfair practices",2012-10-31,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://ftc.gov/os/caselist/1210133/index.shtm
US_FTC_MERGER_1210132,US,Watson Pharmaceuticals / Actavis Inc.,healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2012-10-15,5900000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/os/caselist/1210132/index.shtm
US_FTC_MERGER_910094,US,"Magnesium Elektron North America, Inc.",manufacturing,consumer protection-related offenses,"deceptive practices, unfair practices",2012-10-12,15000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/os/caselist/0910094/index.shtm
US_FTC_MERGER_1110101,US,Renown Health,healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2012-08-06,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://ftc.gov/os/caselist/1110101/index.shtm
US_FTC_MERGER_1210144,US,Novartis AG,healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2012-07-16,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/os/caselist/1210144/index.shtm
US_FTC_MERGER_1210055,US,Koninklijke Ahold N.V./Safeway Inc.,retail,consumer protection-related offenses,"deceptive practices, unfair practices",2012-06-15,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://ftc.gov/os/caselist/1210055/index.shtm
US_FTC_MERGER_1110160,US,"Johnson & Johnson / Synthes, Inc.",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2012-06-11,21300000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/os/caselist/1110160/index.shtm
US_FTC_MERGER_1210014,US,"Kinder Morgan, Inc.",energy,consumer protection-related offenses,"deceptive practices, unfair practices",2012-05-01,38000000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://ftc.gov/os/caselist/1210014/index.shtm
US_FTC_MERGER_1110172,US,"CoStar Group, Inc., Lonestar Acquisition Sub, Inc., and LoopNet, Inc.",technology,consumer protection-related offenses,"deceptive practices, unfair practices",2012-04-26,860000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/os/caselist/1110172/index.shtm
US_FTC_MERGER_1110122,US,Western Digital,technology,consumer protection-related offenses,"deceptive practices, unfair practices",2012-03-05,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/os/caselist/1110122/index.shtm
US_FTC_MERGER_1110207,US,"Carpenter Technology Corp. and Latrobe Specialty Metals, Inc.",manufacturing,competition-related offenses,"monopoly, deceptive practices, unfair practices",2012-02-29,410000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://ftc.gov/os/caselist/1110207/index.shtm
US_FTC_MERGER_1110170,US,Fresenius Medical Care AG & Co. KGaA,healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2012-02-28,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://ftc.gov/os/caselist/1110170/index.shtm
US_FTC_MERGER_1110239,US,"Omnicare, Inc., a corporation",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2012-01-27,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/os/adjpro/d9352/index.shtm
US_FTC_MERGER_1210022,US,"AmeriGas Propane, L.P.; AmeriGas Propane, Inc.",energy,consumer protection-related offenses,"deceptive practices, unfair practices",2012-01-11,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/os/caselist/1210022/index.shtm
US_FTC_MERGER_1110169,US,"Graco Inc., Illinois Tool Works Inc., and ITW Finishing LLC",manufacturing,consumer protection-related offenses,"deceptive practices, unfair practices",2011-12-15,650000000,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/os/adjpro/d9350/index.shtm
US_FTC_MERGER_1110215,US,"Valeant Pharmaceuticals International, Inc. (Sanofi)",healthcare,consumer protection-related offenses,"deceptive practices, unfair practices",2011-12-16,0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/os/caselist/1110215/index.shtm
