enforcement_id,country_code,regulation_id,regulation_name,case_name,company_name,sector,violation_type,violation_date,enforcement_date,fine_amount_usd,settlement_type,ai_related,enforcing_agency,source_url,summary
US_FTC_410068,US,US_FTC,Federal Trade Commission Act,"Scott Sacane and Durus Life Sciences fund, LLC - Master Fund","Scott Sacane and Durus Life Sciences fund, LLC - Master Fund",Unknown,Civil Penalty (7a),,2005.9.26 0:00,100000000,Merger & Nonmerger,FALSE,Federal Trade Commission,http://www.ftc.gov/os/caselist/0410068/0410068.shtm,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_210105,US,US_FTC,Federal Trade Commission Act,RHI AG,RHI AG,Unknown,Civil Penalty (Order Violation),,2004.2.19 0:00,650000,Merger,FALSE,Federal Trade Commission,http://www.ftc.gov/os/caselist/0210105/0210105rhi.shtm,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_9910323,US,US_FTC,Federal Trade Commission Act,The Hearst Trust and The Hearst Corporation,The Hearst Trust and The Hearst Corporation,Unknown,Civil Penalty (7a),,2001.10.11 0:00,4000000,Merger,FALSE,Federal Trade Commission,http://www.ftc.gov/os/caselist/9910323.shtm,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_9910027,US,US_FTC,Federal Trade Commission Act,James M. Lapeyre,James M. Lapeyre,Unknown,Civil Penalty (7a),,1999.4.12 0:00,225000,Merger,FALSE,Federal Trade Commission,http://www.ftc.gov/os/caselist/9910027.shtm,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_9610013,US,US_FTC,Federal Trade Commission Act,Columbia / HCA HealthCare Corp,Columbia / HCA HealthCare Corp,Unknown,Civil Penalty (Order Violation),,1998.7.30 0:00,2500000,Merger,FALSE,Federal Trade Commission,http://www.ftc.gov/os/caselist/c3544.shtm,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_9610085,US,US_FTC,Federal Trade Commission Act,MABEG-Mahle / Metal Leve,MABEG-Mahle / Metal Leve,Unknown,Civil Penalty (7a),,1997.6.19 0:00,720000,Merger,FALSE,Federal Trade Commission,http://www.ftc.gov/opa/1997/06/mmlcivp4.shtmhttp://www.ftc.gov/opa/1997/06/mmlcivp4.shtm,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_9110123,US,US_FTC,Federal Trade Commission Act,Red Apple Sloans Supermarkets,Red Apple Sloans Supermarkets,Unknown,Civil Penalty (Order Violation),,1997.1.10 0:00,600000,Merger,FALSE,Federal Trade Commission,http://www.ftc.gov/opa/1997/01/redapp.shtm,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_1810087,US,US_FTC,Federal Trade Commission Act,Third Point Offshore Fund/DowDuPont,Third Point Offshore Fund/DowDuPont,Unknown,Civil Penalty (7a),,2019.8.28 0:00,,Merger,FALSE,Federal Trade Commission,,
US_FTC_1710029,US,US_FTC,Federal Trade Commission Act,"CoreLogic, Inc.","CoreLogic, Inc.",Unknown,Civil Penalty (Order Violation),,2018.3.14 0:00,,Merger,FALSE,Federal Trade Commission,,
US_FTC_310058,US,US_FTC,Federal Trade Commission Act,William H. Gates III / ICOS,William H. Gates III / ICOS,Unknown,Civil Penalty (7a),,2004.5.3 0:00,,Nonmerger,FALSE,Federal Trade Commission,,
US_FTC_9710116,US,US_FTC,Federal Trade Commission Act,Boston Scientific Corporation,Boston Scientific Corporation,Unknown,Civil Penalty (Order Violation),,2000.10.31 0:00,,Merger,FALSE,Federal Trade Commission,,
US_FTC_9710012,US,US_FTC,Federal Trade Commission Act,Loewen / Prime / Blackstone,Loewen / Prime / Blackstone,Unknown,Civil Penalty (7a),,1999.3.30 0:00,,Merger,FALSE,Federal Trade Commission,,
US_FTC_9710012,US,US_FTC,Federal Trade Commission Act,Loewen / Prime / Blackstone,Loewen / Prime / Blackstone,Unknown,Civil Penalty (7a),,1998.3.31 0:00,,Merger,FALSE,Federal Trade Commission,,
US_FTC_9710121,US,US_FTC,Federal Trade Commission Act,CVS / Revco,CVS / Revco,Unknown,Civil Penalty (Order Violation),,1998.3.27 0:00,,Merger,FALSE,Federal Trade Commission,,
US_FTC_9410081,US,US_FTC,Federal Trade Commission Act,Rite Aid Corp,Rite Aid Corp,Unknown,Civil Penalty (Order Violation),,1998.2.25 0:00,,Merger,FALSE,Federal Trade Commission,,
US_FTC_9610048,US,US_FTC,Federal Trade Commission Act,Schnuck Markets Inc.,Schnuck Markets Inc.,Unknown,Civil Penalty (Order Violation),,1997.7.30 0:00,,Merger,FALSE,Federal Trade Commission,,
US_FTC_9410027,US,US_FTC,Federal Trade Commission Act,Harry Figgie HSR Compliance,Harry Figgie HSR Compliance,Unknown,Civil Penalty (7a),,1997.2.13 0:00,,Merger,FALSE,Federal Trade Commission,,
US_FTC_9410056,US,US_FTC,Federal Trade Commission Act,Foodmaker Inc,Foodmaker Inc,Unknown,Civil Penalty (7a),,1996.8.13 0:00,,Merger,FALSE,Federal Trade Commission,,
US_FTC_9410110,US,US_FTC,Federal Trade Commission Act,Pirelli Armstrong Tire Corp,Pirelli Armstrong Tire Corp,Unknown,Civil Penalty (7a),,1996.5.7 0:00,,Merger,FALSE,Federal Trade Commission,,
US_FTC_9510113,US,US_FTC,Federal Trade Commission Act,ADP / AutoInfo,ADP / AutoInfo,Unknown,Civil Penalty (7a),,1996.3.27 0:00,,Merger,FALSE,Federal Trade Commission,,
US_FTC_9310140,US,US_FTC,Federal Trade Commission Act,Federated Department Stores Inc,Federated Department Stores Inc,Unknown,Civil Penalty (7a),,1995.10.19 0:00,,Merger,FALSE,Federal Trade Commission,,
