enforcement_id,country_code,company_name,sector,violation_group,violation_type,enforcement_date,fine_amount_usd,enforcing_agency,summary,source_url
VTG24-67261,GB,Lloyds Banking Group,financial services,consumer-protection-related offenses,consumer protection violation,2013-02-15,6696017.0,Financial Conduct Authority,Lloyds Banking Group paid a £4.3 million fine in settlement of a finding by the FSA that the companies failed to repay compensation for mis-selling Payment Protection Insurance in a timely manner.,Link to this record on Violation Tracker UK: here
VTG24-67120,GB,PricewaterhouseCoopers LLP,business services,financial offenses,accounting fraud or deficiencies,2023-03-08,6658313.0,Financial Reporting Council,"PwC agreed to pay a £7.5 million fine (reduced by 25% for early settlement) and costs of £733,236 in settlement of a finding by the FRC that it and two former audit partners made serious breaches of standards in the audits of Babcock International Group plc and Devonport Royal Dockyard Limited with repeated failures to challenge management and obtain sufficient appropriate evidence, reflecting a general reluctance to challenge management across those parts of the audits and examples of a failure to follow basic audit requirements, evidencing a lack of competence, care or diligence.",Link to this record on Violation Tracker UK: here
VTG24-66370,GB,Govia Thameslink Railway Ltd,miscellaneous services,consumer-protection-related offenses,consumer protection violation,2019-03-14,6640500.0,Office of Rail and Road,"Govia Thameslink was fined £5 million by the ORR for failing to provide appropriate, accurate & timely information to passengers with severe disruption caused by new timetables.",Link to this record on Violation Tracker UK: here
VTG24-66934,GB,Cinven Capital Management (V) GP Ltd. and Cinven Partners LLP et al.,private equity (including portfolio companies),competition-related offenses,anti-competitive practices,2022-02-03,6605975.0,Competition and Markets Authority,"Alliance Pharmaceuticals Limited and Alliance Pharma plc, Focus Pharmaceuticals Limited, Focus Pharma Holdings Limited, Mercury Pharma Group Limited, Concordia Investment Holdings (UK) Limited, Concordia Investments (Jersey) Limited and Advanz Pharma Corp. Limited, Cinven Capital Management (V) General Partner Limited, Cinven (Luxco 1) S.A .r.l and Cinven Partners LLP, Lexon (UK) Limited and Lexon UK Holdings Limited, Medreich plc, Medreich Ltd, Meiji Seika Pharma Co. Ltd and Meiji Holdings Co. Ltd. were fined by the CMA following an investigation finding that the companies engaged in anti-competitive behaviour to increase the price of the drug prochlorperazine. Medreich's fine had a 40% leniency reduction for cooperating with the investigation.",Link to this record on Violation Tracker UK: here
VTG24-67331,GB,PricewaterhouseCoopers LLP,business services,financial offenses,accounting fraud or deficiencies,2024-05-07,6485271.0,Financial Reporting Council,"The Financial Reporting Council issued Final Settlement Decision Notices under the Audit Enforcement Procedure and imposed sanctions against Oliver Clive & Co, PwC, and EY, who agreed to fines and severe reprimands for inadequate audits of London Capital & Finance plc which had gone into administration owing approximately £237 million to 11,625 bondholders.",Link to this record on Violation Tracker UK: here
VTG24-79166,GB,Renault Retail Group UK Limited et al.,motor vehicles,competition-related offenses,anti-competitive practices,2025-04-01,6448465.0,Competition and Markets Authority,"Car manufacturers BMW, Ford, Jaguar Land Rover, Peugeot Citroen, Mitsubishi, Nissan, Renault, Toyota, Vauxhall and Volkswagen (plus General Motors and Stellantis which had some of these companies as part of their groups) and 2 trade bodies agreed to pay a total of £77,688,917 in fines after admitting their involvement in a cartel agreeing to not compete against one another when advertising what percentage of their cars can be recycled, and to illegally collude to avoid paying third parties to recycle their customers' scrap cars.",Link to this record on Violation Tracker UK: here
VTG24-65963,GB,PwC LLP,business services,financial offenses,accounting fraud or deficiencies,2017-05-11,6442500.0,Financial Reporting Council,"PwC and a retiredaudit partner, were severely reprimanded and fined £5m and £150,000 respectively for Misconduct in relation to the 2009 audit of Connaught plc, a FTSE 250 company which went into administration in 2010. Following a Financial Reporting Council investigation and a 12 day hearing, the independent Tribunal, chaired by the Rt Hon Sir Stanley Burnton, made findings of Misconduct in relation to three areas of audit: mobilisation costs, long term contracts and intangible assets.",Link to this record on Violation Tracker UK: here
VTG24-67177,GB,E.On Next Energy Ltd,utilities and power generation,consumer-protection-related offenses,utility service violation,2023-06-14,6348000.0,Office of Gas and Electricity Markets,"E.On agreed to pay £4 million to customers and £1 million to Ofgem's Voluntary Redress Fund in settlement of a review which found significant failings in customer service, with excessive call waiting times and high call abandonment rates.",Link to this record on Violation Tracker UK: here
VTG24-79142,GB,Ernst & Young LLP,business services,financial offenses,accounting fraud or deficiencies,2025-04-10,6308250.0,Financial Reporting Council,"The Financial Reporting Council issued a Final Settlement Decision Noticeimposing sanctions on Ernst & Young LLP and one partner, in relation to the audits of Thomas Cook Group plc for the financial years ended 30 September 2017 and 30 September 2018. EY was fined £4,875,000, accepted a severe reprimand, and were ordered to take actions to prevent the recurrence of the contravention in settlement of a finding of serious breaches of standards relating to the work performed on two important areas of the financial statements: Goodwill impairment and Going Concern, as well as failing to adequately consider a risk to EY's independence during the 2018 audit.",Link to this record on Violation Tracker UK: here
VTG24-83265,GB,Winterflood Securities Limited,financial services,financial offenses,investor protection violation,2010-04-22,6227882.0,Financial Services Authority,"Winterflood was ordered to pay a £4 million fine and jointly pay £52,500 costs in judgment of a finding by the FSA that the company and two of its traders had been part of a scheme to distort the market for shares in Fundamental-E Investments Plc by misuse of rollovers and delayed rollovers in trading.",Link to this record on Violation Tracker UK: here
VTG24-79172,GB,Jaguar Land Rover Limited and Tata Motors Limited,motor vehicles,competition-related offenses,anti-competitive practices,2025-04-01,5978702.0,Competition and Markets Authority,"Car manufacturers BMW, Ford, Jaguar Land Rover, Peugeot Citroen, Mitsubishi, Nissan, Renault, Toyota, Vauxhall and Volkswagen (plus General Motors and Stellantis which had some of these companies as part of their groups) and 2 trade bodies agreed to pay a total of £77,688,917 in fines after admitting their involvement in a cartel agreeing to not compete against one another when advertising what percentage of their cars can be recycled, and to illegally collude to avoid paying third parties to recycle their customers' scrap cars.",Link to this record on Violation Tracker UK: here
VTG24-66332,GB,RWE Generation UK plc,utilities and power generation,competition-related offenses,energy market violation,2020-01-03,5890950.0,Office of Gas and Electricity Markets,Hornsea and RWE Generation agreed to make voluntary payments of £4.5 million each to the Energy Industry Voluntary Redress Scheme in settlement of their acknowledged role in the 9 August 2019 electricity outage due to not meeting their licence and code requirements.,Link to this record on Violation Tracker UK: here
VTG24-65956,GB,KPMG Audit Plc,business services,financial offenses,accounting fraud or deficiencies,2019-05-08,5856300.0,Financial Reporting Council,"The Financial Reporting Council imposed sanctions against KPMG Audit Plc and an audit partner following their admission of Misconduct in relation to the audit of the financial statements of The Co-operative Bank plc for the year ended 31 December 2009. KPMG was fined £5 million (discounted for settlement to £4 million) and severely reprimanded. The firm was also required to pay £500,000 towards the FRC's costs. In addition, all KPMG's audit engagements with credit institutions for audits with 2019, 2020 and 2021 year ends were to be subjected to an additional review by a separate KPMG Audit Quality team, who will provide reports to the FRC.",Link to this record on Violation Tracker UK: here
VTG24-66353,GB,npower Northern Limited-Gas and npower Northern Supply Limited-Electricity,utilities and power generation,consumer-protection-related offenses,consumer protection violation,2014-02-25,5843602.0,Office of Gas and Electricity Markets,"npower was fined £1 and paid £3.5 million to a fuel poverty package, plus refunded affected customers, in settlement of a finding by Ofgem that the company failed to take reasonable care to ensure telephone and face to face marketing was accurate, appropriate and fair.",Link to this record on Violation Tracker UK: here
VTG24-81972,GB,JD Sports,retailing,competition-related offenses,anti-competitive practices,2022-02-14,5838912.0,Competition and Markets Authority,"JD Sports and Footasylum were both fined for failing to safeguard commercially sensitive information to ensure continuing competition while discussing a merger, despite an order from the CMA to put in place robust measures to prevent such breaches and failing to provide the CMA with all information and notices required for its merger investigation.",Link to this record on Violation Tracker UK: here
VTG24-67332,GB,Ernst & Young LLP,business services,financial offenses,accounting fraud or deficiencies,2024-05-07,5828322.0,Financial Reporting Council,"The Financial Reporting Council issued Final Settlement Decision Notices under the Audit Enforcement Procedure and imposed sanctions against Oliver Clive & Co, PwC, and EY, who agreed to fines and severe reprimands for inadequate audits of London Capital & Finance plc which had gone into administration owing approximately £237 million to 11,625 bondholders.",Link to this record on Violation Tracker UK: here
VTG24-79176,GB,Toyota (GB) Plc and Toyota Motor Corporation,motor vehicles,competition-related offenses,anti-competitive practices,2025-04-01,5818917.0,Competition and Markets Authority,"Car manufacturers BMW, Ford, Jaguar Land Rover, Peugeot Citroen, Mitsubishi, Nissan, Renault, Toyota, Vauxhall and Volkswagen (plus General Motors and Stellantis which had some of these companies as part of their groups) and 2 trade bodies agreed to pay a total of £77,688,917 in fines after admitting their involvement in a cartel agreeing to not compete against one another when advertising what percentage of their cars can be recycled, and to illegally collude to avoid paying third parties to recycle their customers' scrap cars.",Link to this record on Violation Tracker UK: here
VTG24-66769,GB,THAMES WATER UTILITIES LIMITED,utilities and power generation,environment-related offenses,water pollution violation,2021-05-26,5771229.0,Environment Agency,"Thames Water was fined £4 million and ordered to pay £84,669 costs after untreated sewage escaped from sewers below London into the Hogsmill River, park, and woodland in New Malden, after the company failed to respond to alarms triggered by equipment failure.",Link to this record on Violation Tracker UK: here
VTG24-66283,GB,PricewaterhouseCoopers LLP,business services,financial offenses,accounting fraud or deficiencies,2019-06-13,5768490.0,Financial Reporting Council,"The Financial Reporting Council fined PricewaterhouseCoopers £4.55 million in a Decision finding it breached standards in relation to the statutory audits of the financial statements of Redcentric plc, evidencing a serious lack of competence in conducting the statutory audit work.",Link to this record on Violation Tracker UK: here
VTG24-65955,GB,Deloitte LLP,business services,financial offenses,accounting fraud or deficiencies,2019-07-04,5687020.0,Financial Reporting Council,"The Financial Reporting Council imposed sanctions against Deloitte LLP in relation to the audit of the financial statements of Serco Geografix Limited for the years ended 31 December 2011 and 2012, and against its audit engagement partner in relation to the year ended 31 December 2011, following their admissions of Misconduct. Deloitte was fined £6,500,000 (discounted for settlement to £4,225,000) and was severely reprimanded. The firm was also required to pay £300,000 towards the costs of the investigation.",Link to this record on Violation Tracker UK: here
VTG24-66337,GB,British Gas Trading Limited,utilities and power generation,competition-related offenses,energy market violation,2017-01-27,5638950.0,Office of Gas and Electricity Markets,"British Gas was fined £1 and made consumer redress payments of £4,499,999 to the Carbon Trust in settlement of a finding by Ofgem that the company failed to comply with its licence requirements to only install advanced electricity meters and to take all reasonable steps to arrange installation of advanced meters at relevant premises.",Link to this record on Violation Tracker UK: here
VTG24-65986,GB,Bank of Scotland Plc,financial services,financial offenses,investor protection violation,2011-05-23,5635700.0,Financial Services Authority,Bank of Scotland paid a £3.5 million fine in settlement of a finding by the FSA that the company mishandled complaints about retail investment products.,Link to this record on Violation Tracker UK: here
VTG24-66911,GB,THAMES WATER UTILITIES LIMITED,utilities and power generation,environment-related offenses,water pollution violation,2021-11-19,5511827.0,Environment Agency,"Thames Water was ordered to pay a fine of £4 million and £90,713 costs for discharging an estimated half a million litres of raw sewage into the Seacourt and Hinksey streams in Oxford after failing to carry out essential maintenance to prevent blockages.",Link to this record on Violation Tracker UK: here
VTG24-83308,GB,Integrated Financial Arrangements plc,financial services,financial offenses,investor protection violation,2011-12-05,5491150.0,Financial Services Authority,"Integrated Financial Arrangements paid a £3.5 million fine in settlement of a finding by the FSA that the company failed to have required accounting and documentation to identify client money, risking loss of clients' money if the company became insolvent.",Link to this record on Violation Tracker UK: here
VTG24-67117,GB,Kier Infrastructure and Overseas Limited,construction and engineering,safety-related offenses,workplace safety or health violation,2023-01-13,5490664.0,Health and Safety Executive,Kier Infrastructure and Overseas Limited pleaded guilty to breaching Sections 2(1) and 3(1) of the Health and Safety at Work etc. Act 1974 and Section 3(1) of the Health and Safety at Work etc. Act 1974 and Regulation 13(1) of the Construction (Design and Management) Regulations 2015 after its workers twice struck overhead powerlines while working on the M6 motorway causing cables to land in the path of passing vehicles.,Link to this record on Violation Tracker UK: here
VTG24-66025,GB,National Grid Gas PLC,utilities and power generation,safety-related offenses,workplace safety or health violation,2016-10-01,5325484.0,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-83309,GB,CPM Group Limited,building materials,competition-related offenses,anti-competitive practices,2019-10-23,5154400.0,Competition and Markets Authority,"CPM Group agreed to pay £4,000,000 in settlement of a decision by the CMA that the company engaged in price fixing and other anti-competitive conduct in the supply of certain pre-cast concrete drainage products in collusion with FP McCann and Stanton Bonna Concrete.",Link to this record on Violation Tracker UK: here
VTG24-66141,GB,Chrysaor Production (U.K.) Limited,oil and gas,safety-related offenses,workplace safety or health violation,2012-12-01,5063663.0,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-66348,GB,EDF Energy,utilities and power generation,consumer-protection-related offenses,consumer protection violation,2014-10-04,4788602.0,Office of Gas and Electricity Markets,"EDF paid a £1 fine plus consumer redress of £2,700,000 to Citizens Advice Energy Best Deal Extra Scheme and £300,000 to Plymouth Citizens Advice in settlement of a finding by Ofgem that the company had inadequate customer complaint services following migration to a new IT system.",Link to this record on Violation Tracker UK: here
VTG24-65948,GB,J.P. Morgan International Bank Limited,financial services,financial offenses,investor protection violation,2013-05-10,4717045.0,Financial Conduct Authority,"J.P. Morgan paid a £3 million fine in settlement of a finding by the FCA that the company did not keep accurate records of investment client information, which could result in clients being given unsuitable advice for their situation, experience or tolerance of risk.",Link to this record on Violation Tracker UK: here
VTG24-66933,GB,Medreich plc and Medreich Ltd and Meiji Seika Pharma Co. Ltd and Meiji Holdings Co. Ltd.,food products,competition-related offenses,anti-competitive practices,2022-02-03,4696017.0,Competition and Markets Authority,"Alliance Pharmaceuticals Limited and Alliance Pharma plc, Focus Pharmaceuticals Limited, Focus Pharma Holdings Limited, Mercury Pharma Group Limited, Concordia Investment Holdings (UK) Limited, Concordia Investments (Jersey) Limited and Advanz Pharma Corp. Limited, Cinven Capital Management (V) General Partner Limited, Cinven (Luxco 1) S.A .r.l and Cinven Partners LLP, Lexon (UK) Limited and Lexon UK Holdings Limited, Medreich plc, Medreich Ltd, Meiji Seika Pharma Co. Ltd and Meiji Holdings Co. Ltd. were fined by the CMA following an investigation finding that the companies engaged in anti-competitive behaviour to increase the price of the drug prochlorperazine. Medreich's fine had a 40% leniency reduction for cooperating with the investigation.",Link to this record on Violation Tracker UK: here
VTG24-66310,GB,Vodafone Limited,telecommunications,consumer-protection-related offenses,consumer protection violation,2016-11-09,4615380.0,Office of Communications,"Vodafone paid a fine of £3.7 million in settlement of a finding by Ofcom that the company failed to provide customers with services paid for when it did not apply credit bought by 10,452 customers to their pay as you go accounts.",Link to this record on Violation Tracker UK: here
VTG24-67091,GB,Cleveland Potash Limited,chemicals,safety-related offenses,workplace safety or health violation,2022-08-03,4591962.0,Health and Safety Executive,"The owners of Boulby Mine, Cleveland Potash Limited, pleaded guilty to breaching Section 2 (1) and two counts of Section 3(1) of the Health and Safety at Work Act 1974 after two electricians suffered severe burns in separate incidents. The company was fined £3.6 million and ordered to pay costs of £185,000",Link to this record on Violation Tracker UK: here
VTG24-66316,GB,British Telecommunications plc,telecommunications,competition-related offenses,anti-competitive practices,2013-02-08,4581000.0,Office of Communications,"BT was ordered to repay £2,896,800 to the companies Cable & Wireless UK, THUS plc, Level 3 Communications UK Ltd., Virgin Media Limited, Verizon UK Ltd., and Colt Technology Services in a finding by Ofcom that BT overcharged them for PPCs, used to create leased lines by the over communications providers.",Link to this record on Violation Tracker UK: here
VTG24-67139,GB,Mr Green Limited,entertainment,consumer-protection-related offenses,gambling industry violation,2023-03-28,4566170.0,Gambling Commission,"Three gambling businesses owned by William Hill Group (WHG (International) Limited, Mr Green Limited and William Hill Organization Limited) agreed to pay a total of £19.2 million for widespread social responsibility and anti-money laundering failures, with additional licence and audit conditions being imposed.",Link to this record on Violation Tracker UK: here
VTG24-66355,GB,E.ON Energy Solutions Limited,utilities and power generation,consumer-protection-related offenses,consumer protection violation,2013-08-01,4543500.0,Office of Gas and Electricity Markets,"E.ON was fined £500,000 and paid £2,500,000 consumer redress in fuel payments to vulnerable consumers in settlement of a finding by Ofgem that the company misreported the amount of free energy saving light bulbs it distributed.",Link to this record on Violation Tracker UK: here
VTG24-83957,GB,CB Payments Limited,financial services,financial offenses,anti-money-laundering deficiencies,2024-07-25,4513969.0,Financial Conduct Authority,"CB Payments Limited agreed to a fine of £3,503,546 by the FCA for repeatedly breaching a requirement that prevented the firm from offering services to high-risk customers, showing lack of due skill, care and diligence in setting up controls the company agreed to put in place to control financial crime.",Link to this record on Violation Tracker UK: here
VTG24-81950,GB,"Casio Electronics Co. Ltd. and Casio Computer Co., Ltd.",miscellaneous manufacturing,competition-related offenses,anti-competitive practices,2019-08-01,4488227.0,Competition and Markets Authority,"Casio paid a £3,695,535 fine in settlement of a decision by the CMA that the company engaged in resale price maintenance by fixing the minimum price that resellers could offer on its musical instruments and equipment.",Link to this record on Violation Tracker UK: here
VTG24-65960,GB,KPMG LLP,business services,financial offenses,accounting fraud or deficiencies,2018-06-11,4412026.0,Financial Reporting Council,"The Financial Reporting Council fined and reprimanded the audit firm KPMG LLP and an Audit Engagement Partner following their admission of Misconduct in relation to the audit of the financial statements of Quindell plc for the period ended 31 December 2013. KPMG was fined £4,500,000 (discounted for settlement to £3,150,000) and was required to pay a sum of £146,000 towards Executive Counsel's costs.",Link to this record on Violation Tracker UK: here
VTG24-65966,GB,Deloitte & Touche,business services,financial offenses,accounting fraud or deficiencies,2015-04-13,4397400.0,Financial Reporting Council,"The Financial Reporting Council published the final report of the Appeal Tribunal on sanctions in the hearing against Deloitte & Touche, who were advisers to MG Rover Group, and a partner at Deloitte & Touche. The Appeal Tribunal hearing on 30 January 2015 upheld several findings of misconduct in relation to Deloitte's work on 'Project Platinum', the project to dispose of the MG Rover loan book and granted the appeal against other findings including those in relation to 'Project Aircraft', the project to realise the value of tax losses within MG Rover Group. The Appeal Tribunal upheld the severe reprimand of Deloitte but reduced a fine from £14 million to £3 million.",Link to this record on Violation Tracker UK: here
VTG24-67229,GB,THAMES WATER UTILITIES LIMITED,utilities and power generation,environment-related offenses,water pollution violation,2023-07-04,4391151.0,Environment Agency,"Thames Water was fined £3.33 million and ordered to pay £128,961 costs after millions of litres of raw sewage flooded 2 rivers near Gatwick when the company failed to respond to alarms triggered by equipment failure.",Link to this record on Violation Tracker UK: here
VTG24-65989,GB,Royal Bank of Scotland Plc and National Westminster Bank Plc,financial services,consumer-protection-related offenses,consumer protection violation,2011-01-11,4375840.0,Financial Services Authority,RBS and Natwest paid a £2.8 million fine in settlement of a finding by the FSA that the companies had inadequate handling of customer complaints.,Link to this record on Violation Tracker UK: here
VTG24-65990,GB,Scottish Equitable PLC,financial services,financial offenses,investor protection violation,2010-12-15,4371640.0,Financial Services Authority,Scottish Equitable paid a £2.8 million fine in settlement of a finding by the FSA that the company failed to operate in an effective manner leading to pension and fund payments being miscalculated and policy documents unissued.,Link to this record on Violation Tracker UK: here
VTG24-65981,GB,Combined Insurance Company of America,financial services,consumer-protection-related offenses,insurance violation,2011-12-16,4343920.0,Financial Services Authority,"CICA paid a £2.8 fine in settlement of a finding by the FSA that the company failed to treat insurance customers fairly when it lacked management and internal controls to check suitability of policies sold, fairness of claims, and fairness of complaints handling.",Link to this record on Violation Tracker UK: here
VTG24-80847,GB,British Airways PLC,airlines,safety-related offenses,workplace safety or health violation,2025-05-15,4287913.0,Health and Safety Executive,"British Airways pleaded guilty to two charges under Regulation 6(3) of the Work at Height Regulations 2005 following two separate incidents at Terminal 5 at Heathrow Airport where workers suffered serious injuries in falls. The fines were £1.33 million and £1.875 million for the two incidents, plus £20,935 in costs.",Link to this record on Violation Tracker UK: here
VTG24-67164,GB,National Grid,utilities and power generation,competition-related offenses,energy market violation,2016-03-22,4265100.0,Office of Gas and Electricity Markets,National Grid agreed with Ofgem to pay out £3m to fuel poverty charity National Energy Action (NEA) after failing to meet the target for repairing non-urgent gas escapes on its gas distribution networks.,Link to this record on Violation Tracker UK: here
VTG24-65954,GB,KPMG Audit Plc,business services,financial offenses,accounting fraud or deficiencies,2019-08-01,4250750.0,Financial Reporting Council,"The Financial Reporting Council announced sanctions against KPMG Audit Plc and a partner in relation to their Client Assets Reports in respect of The Bank of New York Mellon London Branch and The Bank of New York Mellon (International) Ltd for 2011. The sanctions imposed on KPMG by the Tribunal following a hearing on 21-23 May 2019 were: 1. A fine of £5m, discounted by 30% for admissions of Misconduct, to £3.5m; 2. A severe reprimand; and 3. A requirement for a quality performance review process affecting each person who signs a Client Assets Report on behalf of KPMG, and a requirement to provide written reports to the FRC on the details, conclusions and actions arising from the reviews.",Link to this record on Violation Tracker UK: here
VTG24-67389,GB,National Grid Electricity Distribution (South Wales) Plc,utilities and power generation,safety-related offenses,workplace safety or health violation,2024-09-05,4239736.0,Health and Safety Executive,"National Grid Electricity Distribution (South Wales) Plc pleaded guilty to breaching Regulation 14 of the Electricity at Work Regulations 1989 after a worker was seriously injured by electricity when working on a pylon. They were fined £3.2million and ordered to pay costs of £20,460.",Link to this record on Violation Tracker UK: here
VTG24-66999,GB,KPMG,business services,financial offenses,accounting fraud or deficiencies,2022-05-24,4233600.0,Financial Reporting Council,"KPMG agreed to pay a £4.5 million fine, reduced for cooperation and admissions to £3,375,000 in a decision by the FRC that its audits of Rolls-Royce Group plc did not meet the relevant requirements of statutory audits.",Link to this record on Violation Tracker UK: here
VTG24-67288,GB,British Gas,utilities and power generation,competition-related offenses,energy market violation,2023-11-09,4138023.0,Office of Gas and Electricity Markets,"Energy suppliers British Gas, OVO, Bulb, E.ON, Scottish Power and SSE agreed to pay out a total of £10.8 million after missing smart meter installation targets for 2022.",Link to this record on Violation Tracker UK: here
VTG24-66247,GB,Balfour Beatty Utility Solutions Limited,construction and engineering,safety-related offenses,workplace safety or health violation,2010-04-14,4110655.0,Health and Safety Executive,Notes: Penalty amount is the sum of the fine and any costs awarded to HSE.,Link to this record on Violation Tracker UK: here
VTG24-66966,GB,KPMG LLP,business services,financial offenses,accounting fraud or deficiencies,2022-01-19,4101125.0,Financial Reporting Council,The Financial Reporting Council issued a Final Decision Notice under the Audit Enforcement Procedure and imposed sanctions against KPMG LLP in relation to admitted failures in the quality of the statutory audit of the financial statements of Conviviality plc,Link to this record on Violation Tracker UK: here
VTG24-65931,GB,Credit Suisse International,financial services,financial offenses,investor protection violation,2014-06-16,4073892.0,Financial Conduct Authority,Credit Suisse paid a £2.4 million fine in settlement of a finding by the FCA that the company mis-sold an investment product with a lack of clarity in its returns and risks to unsophisticated investors.,Link to this record on Violation Tracker UK: here
VTG24-73183,GB,Vesuvius Holdings Ltd,miscellaneous manufacturing,employment-related offenses,labor standards violation,2024-06-19,4060377.0,Employment Tribunal,"Age Discrimination, Unfair Dismissal",Link to this record on Violation Tracker UK: here
VTG24-67163,GB,E.ON,utilities and power generation,consumer-protection-related offenses,consumer protection violation,2016-09-22,4058520.0,Office of Gas and Electricity Markets,"E.ON paid £1.2m to customers and £1.9m to energy charities, following engagement with Ofgem, because it failed to compensate customers when its agents missed appointments as required by the Guaranteed Standards.",Link to this record on Violation Tracker UK: here
VTG24-65965,GB,PricewaterhouseCoopers LLP,business services,financial offenses,accounting fraud or deficiencies,2016-08-31,4004345.0,Financial Reporting Council,"The Financial Reporting Council announced the outcome of the disciplinary case relating to PricewaterhouseCoopers LLP (PwC) and its audits of the financial statements of Cattles plc and Welcome Financial Services Limited for the year ended 31 December 2007. PwC admitted that its conduct fell significantly short of the standards reasonably to be expected of a Member Firm in issuing unqualified audit opinions in respect of the 2007 Cattles and Welcome financial statements in circumstances where PwC (i) had insufficient audit evidence as to the adequacy of the loan loss provision and (ii) had failed to identify the fact that the impairment policy was not adequately disclosed and that the disclosures in those financial statements were not in compliance with IFRS 7. PwC agreed to receive a Severe Reprimand and pay a Fine of £3,500,000 (reduced to £2,300,000 after mitigation and a settlement discount) as well as £750,000 as a contribution to the Executive Counsel's costs.",Link to this record on Violation Tracker UK: here
VTG24-66000,GB,Standard Life Assurance Limited,financial services,financial offenses,investor protection violation,2010-01-20,3990315.0,Financial Services Authority,Standard Life paid a £2.45 million fine in settlement of a finding by the FSA that the company used misleading marketing material in its sales of a Pension Fund.,Link to this record on Violation Tracker UK: here
VTG24-67384,GB,Veolia ES (UK) Limited,waste management and environmental services,safety-related offenses,workplace safety or health violation,2024-07-22,3950766.0,Health and Safety Executive,"Veolia ES (UK) Limited pleaded guilty to breaching Section 2(1) of the Health and Safety at Work etc. Act 1974 after a man died and another was seriously injured while decommissioning a North Sea gas rig. The company was fined £3,000,000 and ordered to pay £60,000 in costs.",Link to this record on Violation Tracker UK: here
VTG24-67166,GB,SSE,utilities and power generation,consumer-protection-related offenses,consumer protection violation,2014-07-24,3905630.0,Office of Gas and Electricity Markets,SSE and UKPN agreed to pay an additional £3.3 million to charity after an Ofcom investigation into the companies' performance during the exceptional storms last Christmas in the south of England found that they could have done more to get customers reconnected faster and keep them better updated.,Link to this record on Violation Tracker UK: here
VTG24-66920,GB,Mr Green Limited,entertainment,consumer-protection-related offenses,gambling industry violation,2020-02-27,3876125.0,Gambling Commission,"Mr Green agreed to pay £3 million in lieu of a financial penalty and £10,349 costs in settlement of a finding by the Commission of failings in the way the company identified and interacted with customers who were at risk of money laundering and problem gambling.",Link to this record on Violation Tracker UK: here
VTG24-66361,GB,British Gas Trading Limited,utilities and power generation,consumer-protection-related offenses,consumer protection violation,2012-01-10,3872250.0,Office of Gas and Electricity Markets,British Gas was fined £2.5 million in a finding by Ofgem that the company failed to keep accurate information on customer complaints and that letters it sent to customers did not include all the information required under consumer complaints handling standards regulations.,Link to this record on Violation Tracker UK: here
VTG24-66371,GB,DB Cargo (UK) Limited,freight and logistics,safety-related offenses,railroad safety violation,2019-03-13,3866299.0,Office of Rail and Road,"DB Cargo was fined £2.7 million plus £188,873 costs after pleading guilty to a breach of the Health and Safety at Work Act when it failed to prevent unauthorised access to a freight terminal leading to serious injury to a trespasser. DB Cargo also pleaded guilty at the conclusion of the trial to a single count of contravention of a requirement to produce information and was fined £33,500 for that offence.",Link to this record on Violation Tracker UK: here
VTG24-66998,GB,PricewaterhouseCoopers LLP,business services,financial offenses,accounting fraud or deficiencies,2022-06-07,3827002.0,Financial Reporting Council,"PricewaterhousCoopers agreed to pay a £5.5 million fine, reduced for cooperation and admissions to £3,038,750 in a decision by the FRC that its audits of Galiford Try plc did not meet the relevant requirements of statutory audits.",Link to this record on Violation Tracker UK: here
VTG24-67093,GB,Carlsberg Marston's Brewing Company,beverages,safety-related offenses,workplace safety or health violation,2022-06-28,3769800.0,Health and Safety Executive,"Carlsberg Supply Company UK Ltd, summonsed under their new company name of Carlsberg Marston's Brewing Company, pleaded guilty to charges under Section 2(1) and Section 3(1) of the Health and Safety at Work etc. Act 1974, and Regulation 3(1) of the Management of Health and Safety at Work Regulations 1999 after a contractor died and another was seriously injured following an ammonia gas leak at one of its breweries. The company was fined £3 million with costs of £90,000.",Link to this record on Violation Tracker UK: here
VTG24-79165,GB,PricewaterhouseCoopers LLP,business services,financial offenses,accounting fraud or deficiencies,2025-03-25,3736307.0,Financial Reporting Council,"The Financial Reporting Council issued a Final Settlement Decision Noticeimposing sanctions on PwC and one partner, in relation to the audit of Wyelands Bank plc for the financial year ended 30 April 2019. PwC was fined £2,885,625, accepted a severe reprimand, and were ordered to take actions to prevent the recurrence of the contravention in settlement of a finding of breaches of Relevant Requirements in relation to six areas of the FY2019 Audit: risk assessment, auditing of the Bank's compliance with laws and regulations, auditing of the Bank's related party transactions, auditing of the Bank's assessment of going concern, auditing of the Bank's loans and advances, and auditing of the bank's provision for expected credit loss.",Link to this record on Violation Tracker UK: here
