enforcement_id,country_code,company_name,sector,violation_group,violation_type,enforcement_date,fine_amount_usd,enforcing_agency,summary,source_url
18 O 204/21,DE,,,privacy-related offenses,access request violation,2022-02-23,0,LG Essen,The Regional Court Essen held that an insurance company can reject an access request as excessive if the request's purpose is not to be aware of or verify the lawfulness of the processing but to verify the validity of increases to insurance premiums.,
62334 (IMI Case),DE,"A
B",,privacy-related offenses,lawful basis violation,2021-11-19,0,HBDI,"The Hessian DPA (HBDI) held that a data subject has a right to rectification under Article 16 GDPR, even if he or she purposefully provided incorrect information during the account creation in order to circumvent age restrictions.",
1 U 69/20,DE,,,privacy-related offenses,damages claim,2021-08-11,0,OLG Brandenburg,The Higher Regional Court of Brandenburg held that a claim for damages can only arise from Article 82 GDPR if concrete damage has been sufficiently presented. It rejected an appeal by a defendant who sought damages for an infringement of the right to his own image.,
M 3 E 22.667,DE,,,privacy-related offenses,lawful basis violation,2022-05-04,0,VG München,The Administrative Court Munich rejected a request for interim relief directed against the collection and storing of Covid-19 test certificates by a school because the legal provisions permitting the school’s conduct were repealed in the meantime.,
9 Ca 6557/18,DE,,,privacy-related offenses,access request violation,2020-03-05,0,ArbG Düsseldorf,The claim for a data copy under Article 15(3) GDPR can be objected to on the basis of the principle of good faith that the efforts of the person responsible are grossly disproportionate to the interests of the claimant.,
VI ZR 14/21,DE,"Tenant
Landlord",,privacy-related offenses,access request violation,2022-02-22,0,BGH,The Federal Court of Justice held that the right of access to the source of personal data not collected directly from the data subject under Article 15(1)(g) GDPR may outweigh the source's right to data protection when the accuracy of the information is in question.,
24-191 II#4781,DE,"anonymous
Deusche Telekom AG",,privacy-related offenses,access request violation,2022-01-27,0,BfDI,The German Federal DPA issued a decision specifying which data a telecommunications and internet company should provide to a data subject when handling an access request under Article 15 GDPR.,
17 Sa 37/20,DE,,,privacy-related offenses,lawful basis violation,2021-02-25,0,LAG Baden-Württemberg,"The regional court of the Land Baden-Württemberg held that a data subject was not entitled to damages under Article 82 GDPR, as the mere anticipation of future data misuse could not be considered damage. Furthermore, there should be a causal link between the violation of the GDPR and any damage suffered.",
20 U 295/21,DE,,,privacy-related offenses,access request violation,2022-05-13,0,OLG Köln,The Higher Regional Court of Köln held that an access request of an insurance holder aimed to verify the lawfulness of premium increases - and not the lawfulness of the data processing - cannot be considered excessive under Article 12(5) GDPR.,
25 K 2138/19,DE,,,privacy-related offenses,lawful basis violation,2022-03-25,0,VG Köln,The Administrative Court of Cologne held that rectification of data under Article 16 GDPR requires the data subject to prove that the data designated to replace the inaccurate data is accurate itself.,
5 U 2141/21,DE,"Unknown customer
Unknown mobile phone company",,privacy-related offenses,lawful basis violation,2018-05-22,0,OLG Koblenz,"The Higher Regional Court of Koblenz rejected the notion of a de minimis limit under Article 82 GDPR and held that a data subject can also claim compensation for minor damages, in the present case €500, because the controller unlawfully reported a payment default to a credit rating agency.",
O 1018/115,DE,Knuddels GmbH & Co. KG,,other,"32(1)(a), 83(1), 83(2)",2018-11-21,21600,LfDI,"The Baden-Württemberg DPA holds, that by storing passwords in plain text, the company knowingly violated its obligation to ensure data security when processing personal data in accordance with Art. 32(1)a GDPR.",
18 Ca 6830/21,DE,,,privacy-related offenses,lawful basis violation,2022-03-23,0,ArbG Köln,The Labour Court of Cologne held that a controller whose employees work in care facilities was allowed to make copies of its employees' vaccination cards and compare them with publicly available resources in order to validate their authenticity.,
1 K 391/20,DE,Berliner Beauftragte für Datenschutz und Informationssicherheit,,privacy-related offenses,special category data violation,2022-04-07,0,VG Berlin,The Administrative Court of Berlin held that the Berlin DPA is not competent for matters of church taxes because of the special competence of the independent church supervisory authorities in accordance with Article 91 GDPR.,
8 U 2907/21,DE,,,privacy-related offenses,access request violation,2022-03-14,0,OLG Nürnberg,The Higher Regional Court Nürnberg held that a controller can reject an access request according to Article 12(5)(b) GDPR if the purpose of the request is not to be aware of or verify the lawfulness of the processing.,
VerfGH Lv 15/20,DE,,,privacy-related offenses,lawful basis violation,2020-08-28,0,VerfGH Saarland,"The Constitutional Court of the Saarland holds that the obligation to guarantee contact tracing by means of collection of personal data by private individuals is interfering with the fundamental right to data protection . There is no defintion of a reason, type, scope and use of the personal information to be collected. The government decree is unconstitutional, it needs a parliamentary law.",
LDA-1085.1-12159/20-IDV,DE,[...],,other,77,2021-03-15,0,BayLDA,"The Bavarian DPA (""Bayrisches Landesamt für Datenschutzaufsicht"" - BayLDA) held that the use of the newsletter tool Mailchimp by a German company was unlawful as Mailchimp receives email adresses of newsletter subscribers and might qualify as an ""electronic communication service provider"" under US surveillance law.",
Vermerk: Abdingbarkeit von TOMs (Art. 32 DSGVO),DE,,,privacy-related offenses,lawful basis violation,,0,HmbBfDI,Note published by Hamburg’s DPA on the issue of technical and organizational measures and to what extent they must be implemented.,
6 L 738/21.WI,DE,RheinMain University of Applied Sciences,,privacy-related offenses,special category data violation,2021-12-01,0,VG Wiesbaden,"The Administrative Court of Wiesbaden ordered the RhineMain University of Applied Sciences to stop using the consent manager “Cookiebot” to obtain user’s consent, because website visitor’s personal data was unlawfully transferred to the United States.",
6 K 788/20.WI,DE,,,privacy-related offenses,access request violation,2021-10-01,0,VG Wiesbaden,"The Administrative Court of Wiesbaden referred questions to the CJEU for a preliminary ruling on the interpretation of Article 22(1) GDPR. In particular, it asked whether an automated creation of a credit score value constitutes an automated decision within the meaning of this provision, and, if so, whether § 31 of the Federal Data Protection Act (BDSG) is compatible with Article 22 GDPR.",
6 K 549/21.WI,DE,"Private Individual
Hessian State Commissioner for Data Protection and Freedom of Information",,privacy-related offenses,lawful basis violation,2021-09-27,0,VG Wiesbaden,"The Administrative Court of Wiesbaden held that the Hessian DPA was in the wrong for rejecting data subject's complaint, which concerned an erasure request from the database of SCHUFA Holding AG.",
6 K 361/21.WI,DE,Der Hessische Landesbeauftragte für den Datenschutz und die Informationsfreiheit,,privacy-related offenses,lawful basis violation,2022-01-19,0,VG Wiesbaden,The Administrative Court of Wiesbaden ruled that the processing of an employee's health data by the employer in the context of a labour court case does not constitute a breach of the GDPR.,
6 TaBVGa 2/22,DE,,,privacy-related offenses,special category data violation,2023-05-16,0,LAG Rheinland-Pfalz,The District Labour Court Rhineland-Palatinate ruled against granting unrestricted access to election records to the data subjects.,
5 Sa 1046/22,DE,,,privacy-related offenses,access request violation,2023-03-30,0,LAG Berlin-Brandenburg,"District Labour Court Berlin-Brandenburg ruled that access requests are not inherently abusive if not solely lodged for data protection purposes. Controllers must balance interests when denying access to data, substantiating confidentiality reasons.",
11 O 1741/18 UWG,DE,,,other,13,2018-09-13,0,LG Würzburg,The Regional Court of Würzburg held that a lawyer breached Article 13 GDPR by failing to provide sufficient information about the processing of personal data on their website. It also prohibited the lawyer using the website until they could prove the data was adequately safeguarded.,
1 A 1254/20 SN,DE,,,privacy-related offenses,access request violation,2021-03-16,0,VG Schwerin,"The Schwerin Administrative Court held that lawyers have obligations as data controllers, and there is no extension of this responsibility via §166 of the German Civil Code (BGB).",
15 U 184/22,DE,,,privacy-related offenses,access request violation,2023-08-10,0,OLG Köln,"The Higher Regional Court Cologne mandated a controller to provide full access as per Article 15 GDPR, but rejected the claim for damages under Article 82 GDPR due to insufficient evidence of harm.",
9 O 158/21,DE,,,privacy-related offenses,access request violation,2022-08-29,0,LG Bonn,A data subject sued a controller for malpractice and delayed data disclosure under Articles 15 and 82 GDPR. The court found no treatment errors and ruled the controller had met its GDPR obligations.,
3 S 50/21,DE,,,privacy-related offenses,access request violation,2021-09-30,0,LG Wiesbaden,"The Regional Court of Wiesbaden held that the GDPR applies to the rental agreement between a tenant and their landlord, and the landlord therefore had to comply with his tenant's access request pursuant to Article 15 GDPR.",
1 L 134/20,DE,,,privacy-related offenses,lawful basis violation,2020-07-22,0,VG Potsdam,Regional Administrative Court finds that audit report and board meeting minutes must be submitted in full where necessary for performance of supervisory function by authority,
IX R 35/21,DE,Finanzamt,,privacy-related offenses,access request violation,2024-03-12,0,BFH,A court held that Article 15(3) GDPR entails the right to obtain copies of documents containing personal data only if the data subject shows that such a copy is essential in order to effectively enforce their rights under the GDPR.,
RN 9 K 19.1061,DE,,,other,access request violation,2020-08-06,0,VG Regensburg,"The VG Regensburg holds that Article 79 GDPR excludes further judicial remedies against controllers and processors. Therefore, actions for injunctive relief under §§ 1004 (1), 823 (2) German Civil Code (BGB) in the area of data protection should in principle no longer be possible.",
26 TaBVGa 436/23,DE,"Election Commitee of the Workers Council of SuperVista AG
SuperVista AG d/b/a brillen.de",,privacy-related offenses,special category data violation,2023-04-21,0,LAG Berlin-Brandenburg,"Regional Labour Court Berlin-Brandenburg upheld employer's duty to provide all necessary personal data to the electoral committee for conducting works council elections, validating data processing under statutory obligations.",
1 A 1343/19 SN,DE,,,privacy-related offenses,access request violation,2021-04-29,0,VG Schwerin,"The Administrative Court of Schwerin ruled that a data subject is entitled to a copy of an expert report on his building, even though the report was commissioned by a neighbour. The provision of a copy is not precluded by recital 62 GDPR, copyright law, or the prohibition of abusive conduct.",
1 K 6024/20,DE,,,privacy-related offenses,lawful basis violation,2023-02-02,0,VG Stuttgart,"The VG Stuttgart overturned a deletion order by the DE-BW DPA against an insurance company, which had reported ""anomalies"" to the Insurance Industry's Reference and Information System.",
VI ZB 39/18,DE,anonymous,,privacy-related offenses,lawful basis violation,2019-09-24,0,BGH,The German Federal Court of Justice ruled on the disclosure of personal data for the enforcement of civil law claims.,
1 BvR 2853/19,DE,,,privacy-related offenses,damages claim,2021-01-14,0,BVerfG,The German Constitutional Court (BVerfG) ruled that AG Goslar (Goslar Local Court) should not have decided without a reference to the Court of Justice of the European Union for a preliminary ruling.,
11 K 4526/16,DE,anonymous,,privacy-related offenses,access request violation,2019-11-19,0,VG Potsdam,The Administrative Court of Potsdam ruled that the GDPR does not apply to personal data contained in files kept by the Court which is not collected or processed using data processing equipment.,
75 O 1040/23,DE,Facebook,,privacy-related offenses,access request violation,2024-04-15,0,LG Regensburg,"Concerning Meta’s “pay or okay” model, a first instance court held that the data subject's consent to targeted advertising was freely given since Meta provided an equivalent alternative.",
1 B 72/21,DE,,,privacy-related offenses,lawful basis violation,2021-12-17,0,VG Osnabrück,The Administrative Court of Osnabrück held that the GDPR does not override a journalist's right to information under press law.,
LDA-1085.1-10821/21-F,DE,CRIF Bürgel,,other,access request violation,2023-12-21,0,BayLDA,The DPA held that it is unlawful to use data that was collected for marketing purposes to assess the creditworthiness of data subjects as this further processing violates the principle of purpose limitation under Article 5(1)(b) GDPR.,
2 O 228/22,DE,Facebook,,privacy-related offenses,access request violation,2023-06-13,0,LG Ravensburg,Facebook committed various breaches of the GDPR by failing to adequately protect user data from a web scraping attack. Data subject is entitled to claim non-material damages.,
M 32 K 20.2879,DE,,,privacy-related offenses,lawful basis violation,2021-06-30,0,VG München,"The Administrative Court of Munich ruled that personal data in documents that are in the possession of an authority or a public body should be able to be disclosed to the public by this authority or body, if this is provided for in Union law or Member State law.",
1 K 187/21,DE,,,privacy-related offenses,access request violation,2024-02-06,0,VG Berlin,A court held that it is not sufficient for the controller addressing an access request to provide only an abstract overview of the processing. Disproportionate efforts can be claimed only in very exceptional cases.,
VI ZB 39/18,DE,anonymous,,privacy-related offenses,lawful basis violation,2019-09-24,0,BGH,The German Federal Court of Justice ruled on the disclosure of personal data for the enforcement of civil law claims.,
1 BvR 2853/19,DE,,,privacy-related offenses,damages claim,2021-01-14,0,BVerfG,The German Constitutional Court (BVerfG) ruled that AG Goslar (Goslar Local Court) should not have decided without a reference to the Court of Justice of the European Union for a preliminary ruling.,
11 K 4526/16,DE,anonymous,,privacy-related offenses,access request violation,2019-11-19,0,VG Potsdam,The Administrative Court of Potsdam ruled that the GDPR does not apply to personal data contained in files kept by the Court which is not collected or processed using data processing equipment.,
75 O 1040/23,DE,Facebook,,privacy-related offenses,access request violation,2024-04-15,0,LG Regensburg,"Concerning Meta’s “pay or okay” model, a first instance court held that the data subject's consent to targeted advertising was freely given since Meta provided an equivalent alternative.",
1 B 72/21,DE,,,privacy-related offenses,lawful basis violation,2021-12-17,0,VG Osnabrück,The Administrative Court of Osnabrück held that the GDPR does not override a journalist's right to information under press law.,
LDA-1085.1-10821/21-F,DE,CRIF Bürgel,,other,access request violation,2023-12-21,0,BayLDA,The DPA held that it is unlawful to use data that was collected for marketing purposes to assess the creditworthiness of data subjects as this further processing violates the principle of purpose limitation under Article 5(1)(b) GDPR.,
8 U 2907/21,DE,,,privacy-related offenses,access request violation,2022-03-14,0,OLG Nürnberg,The Higher Regional Court Nürnberg held that a controller can reject an access request according to Article 12(5)(b) GDPR if the purpose of the request is not to be aware of or verify the lawfulness of the processing.,
O 1018/115,DE,Knuddels GmbH & Co. KG,,other,"32(1)(a), 83(1), 83(2)",2018-11-21,21600,LfDI,"The Baden-Württemberg DPA holds, that by storing passwords in plain text, the company knowingly violated its obligation to ensure data security when processing personal data in accordance with Art. 32(1)a GDPR.",
2 O 228/22,DE,Facebook,,privacy-related offenses,access request violation,2023-06-13,0,LG Ravensburg,Facebook committed various breaches of the GDPR by failing to adequately protect user data from a web scraping attack. Data subject is entitled to claim non-material damages.,
M 32 K 20.2879,DE,,,privacy-related offenses,lawful basis violation,2021-06-30,0,VG München,"The Administrative Court of Munich ruled that personal data in documents that are in the possession of an authority or a public body should be able to be disclosed to the public by this authority or body, if this is provided for in Union law or Member State law.",
1 K 187/21,DE,,,privacy-related offenses,access request violation,2024-02-06,0,VG Berlin,A court held that it is not sufficient for the controller addressing an access request to provide only an abstract overview of the processing. Disproportionate efforts can be claimed only in very exceptional cases.,
VI ZR 15/23,DE,,,privacy-related offenses,access request violation,2024-02-06,0,BGH,"The Federal Court of Justice found that a data subject has no right to a copy of documents justifying premium increases in an insurance contract, unless they show how these documents are necessary to contextualise and ensure the comprehensibility of their personal data.",
3 O 762/19,DE,"Claimant: Bundesverband der Verbraucherzentralen und Verbraucherverbände - Verbraucherzentrale Bundesverband e.V. (vzbv)
Defendant: advocado GmbH",,privacy-related offenses,lawful basis violation,2020-09-15,0,LG Rostock,"The regional court of Rostock (LG Rostock) held that tracking cookies can only be placed with the user's active consent. A preset permission that is only to be confirmed via an ""OK"" button is not sufficient.  Further, the court held that the use of Google Analytics results in joint controllership of the website provider using this tool and Google.  The controller appealed, the decision is not (yet) in force.",
1 K 584/19.MZ,DE,,,privacy-related offenses,special category data violation,2020-09-24,0,VG Mainz,"The Administrative Court of Mainz (VG Mainz) held that Article 9 GDPR does not apply to a processor who captures special categories of data on camera, but does not intend to process them. Instead, one must look to Article 6 GDPR to determine the legality of the processing.",
022 O 2669/22,DE,Facebook,,privacy-related offenses,lawful basis violation,2023-06-09,0,LG Augsburg,No obligation for a social media platform under GDPR to set the default setting such that the search function for users' telephone numbers is blocked.,
9 Ca 6557/18,DE,,,privacy-related offenses,access request violation,2020-03-05,0,ArbG Düsseldorf,The claim for a data copy under Article 15(3) GDPR can be objected to on the basis of the principle of good faith that the efforts of the person responsible are grossly disproportionate to the interests of the claimant.,
1 U 69/20,DE,,,privacy-related offenses,damages claim,2021-08-11,0,OLG Brandenburg,The Higher Regional Court of Brandenburg held that a claim for damages can only arise from Article 82 GDPR if concrete damage has been sufficiently presented. It rejected an appeal by a defendant who sought damages for an infringement of the right to his own image.,
1 K 473/19.MZ,DE,,,privacy-related offenses,access request violation,2020-07-22,0,VG Mainz,"A complaint with a DPA must contain all information necessary for the DPA to understand and investigate the facts, confirm jurisdiction and decide on potential breaches of data protection law.",
322 C 3109/23 (2),DE,,,privacy-related offenses,lawful basis violation,2023-07-26,0,AG München,"The data subject demanded the erasure of the data in the HIS Information System upon Article 17 GDPR, as the vehicle had been repaired. The interest to prevent insurance fraud prevailed and the processing is lawful upon Article 6(1)(f) GDPR.",
93 O 167/20,DE,,,privacy-related offenses,lawful basis violation,2023-06-15,0,LG Berlin,The Regional Court of Berlin held that the implemention of technologies such as Cookies on telemedia for marketing purposes which allow the behavior of users to be tracked across different platforms is unlawful without consent.,
23 O 10931/20,DE,,,privacy-related offenses,access request violation,2021-09-02,0,LG München,"The Regional Court of Munich held that, while Article 82 GDPR generally allows for compensation for non-material damage caused by a data breach, the mere allegation that damage has occurred due to the loss of control over data is not sufficient to establish measurable damages.",
1 K 467/19.MZ,DE,"Veterinarian (anonymous)
Landesbeauftragter für den Datenschutz und die Informationsfreiheit Rheinland-Pfalz – LfDI",,privacy-related offenses,access request violation,2020-02-20,0,VG Mainz,"The Administrative Court of Mainz ruled that the data required for the collection of claims may be transmitted by a veterinarian to a collection agency on the basis of Art 6(1)(b) and (f) GDPR.  Further, the abstract possibility alone that information on animal treatment contracts may in special cases be used to draw conclusions about the health of the animal owner does not generally make them health data.",
VG 3 K 1458/19,DE,"A Pakistani national, the plaintiff
Federal Police Presidium, the defendant",,other,17,2023-12-14,0,VG Potsdam,A German court ruled that the revocation of an arrest does not authorise the deletion of personal data from the Schengen Information System under Article 17(1)(d) GDPR.,
6 K 3228/19,DE,"Bild
Haus der Geschichte",,privacy-related offenses,lawful basis violation,2022-02-15,0,VG Köln,"The Cologne Administrative Court held that the German journalist's right to information (""pressrechtlicher Auskunftsanspruch"") may override the right to privacy under the GDPR.",
4 U 347/21,DE,,,privacy-related offenses,access request violation,2023-11-29,0,OLG Nürnberg,"The Higher Regional Court of Nürnberg held, on appeal, that the right to access under Article 15 GDPR should be considered sufficiently clear if it basically reflects the wording of this provision, without the need to specify the data requested and the purposes of the request.",
022 O 2669/22,DE,Facebook,,privacy-related offenses,lawful basis violation,2023-06-09,0,LG Augsburg,No obligation for a social media platform under GDPR to set the default setting such that the search function for users' telephone numbers is blocked.,
1 K 473/19.MZ,DE,,,privacy-related offenses,access request violation,2020-07-22,0,VG Mainz,"A complaint with a DPA must contain all information necessary for the DPA to understand and investigate the facts, confirm jurisdiction and decide on potential breaches of data protection law.",
322 C 3109/23 (2),DE,,,privacy-related offenses,lawful basis violation,2023-07-26,0,AG München,"The data subject demanded the erasure of the data in the HIS Information System upon Article 17 GDPR, as the vehicle had been repaired. The interest to prevent insurance fraud prevailed and the processing is lawful upon Article 6(1)(f) GDPR.",
93 O 167/20,DE,,,privacy-related offenses,lawful basis violation,2023-06-15,0,LG Berlin,The Regional Court of Berlin held that the implemention of technologies such as Cookies on telemedia for marketing purposes which allow the behavior of users to be tracked across different platforms is unlawful without consent.,
23 O 10931/20,DE,,,privacy-related offenses,access request violation,2021-09-02,0,LG München,"The Regional Court of Munich held that, while Article 82 GDPR generally allows for compensation for non-material damage caused by a data breach, the mere allegation that damage has occurred due to the loss of control over data is not sufficient to establish measurable damages.",
1 K 467/19.MZ,DE,"Veterinarian (anonymous)
Landesbeauftragter für den Datenschutz und die Informationsfreiheit Rheinland-Pfalz – LfDI",,privacy-related offenses,access request violation,2020-02-20,0,VG Mainz,"The Administrative Court of Mainz ruled that the data required for the collection of claims may be transmitted by a veterinarian to a collection agency on the basis of Art 6(1)(b) and (f) GDPR.  Further, the abstract possibility alone that information on animal treatment contracts may in special cases be used to draw conclusions about the health of the animal owner does not generally make them health data.",
VG 3 K 1458/19,DE,"A Pakistani national, the plaintiff
Federal Police Presidium, the defendant",,other,17,2023-12-14,0,VG Potsdam,A German court ruled that the revocation of an arrest does not authorise the deletion of personal data from the Schengen Information System under Article 17(1)(d) GDPR.,
6 K 3228/19,DE,"Bild
Haus der Geschichte",,privacy-related offenses,lawful basis violation,2022-02-15,0,VG Köln,"The Cologne Administrative Court held that the German journalist's right to information (""pressrechtlicher Auskunftsanspruch"") may override the right to privacy under the GDPR.",
6 Ta 49/22,DE,,,privacy-related offenses,damages claim,2022-06-01,0,LAG Schleswig-Holstein,"The Regional Labour Court of Schleswig-Holstein (LAG Schleswig-Holstein) ordered the controller to pay €2,000 in non-material damages for publishing a promotional video featuring the data subject without their informed, written consent.",
4 U 347/21,DE,,,privacy-related offenses,access request violation,2023-11-29,0,OLG Nürnberg,"The Higher Regional Court of Nürnberg held, on appeal, that the right to access under Article 15 GDPR should be considered sufficiently clear if it basically reflects the wording of this provision, without the need to specify the data requested and the purposes of the request.",
10 Sa 2130/19,DE,,,privacy-related offenses,special category data violation,2020-06-04,0,LAG Berlin-Brandenburg,The Berlin-Brandenburg Regional Court for Labour Law held that an employer could not rely on Article 9(2)(b) GDPR to install time-tracking system which uses the fingerprints of employees.,
3 O 17493/20,DE,,,privacy-related offenses,lawful basis violation,2022-01-20,0,LG München,The Regional Court of Munich awarded a data subject €100 in damages after a controller unlawfully transferred their IP address to Google LLC via the use of Google Fonts.,
13 L 1707/21,DE,"Bundesbeauftragter für den Datenschutz und die Informationsfreiheit (Germany)
Job Centre in the district of Diepholz",,other,"4(2), 58(2)",2021-11-10,0,VG Köln,The Administrative Court of Köln held that the appointment or dismissal of a data protection officer does not constitute processing of personal data under Article 4(2) GDPR.,
3 Bs 146/23,DE,,,privacy-related offenses,lawful basis violation,2023-11-29,0,OVG Hamburg,"A German Court held, on appeal, that the processing of personal data in connection with the students' parliament election of the University of Hamburg failed to comply with Article 5(1)(c) GDPR.",
28 O 168/22,DE,,,privacy-related offenses,special category data violation,2022-07-04,0,LG Köln,The Regional Court of Cologne (LG Köln) held that a search engine is not allowed to show search results if the linked website contains untrue factual claims or expressions of opinion with an untrue factual core about criminal conduct of a data subject.,
27 O 190/23,DE,Meta,,privacy-related offenses,lawful basis violation,2025-02-05,0,LG Stuttgart,"A court ruled, that Meta unlawfully stored data it received due to the implementation of Meta Business Tools on third-party websites since it did not obtain the data subject’s consent. Therefore, the court awarded €300 as immaterial damage and ordered Meta to delete the data.",
7 K 2578/22,DE,,,privacy-related offenses,access request violation,2023-10-19,0,VG Karlsruhe,A German court held that test questions do not constitute personal data under the GDPR and thus shall not be included in a copy of the data provided to a data subject in the context of an access request under Article 15(3) GDPR.,
10 A 502/19,DE,"Online Pharmacy
Data Protection Authority of Lower Saxony",,privacy-related offenses,lawful basis violation,2021-11-09,0,VG Hannover,The Administrative Court of Hanover ruled that an online pharmacy cannot oblige customers to provide their title and date of birth for orders of medical products that do not require a gender or age-specific dosage.,
1 Sa 148/22,DE,,,privacy-related offenses,access request violation,2023-02-21,0,LAG Schleswig-Holstein,"LAG Schleswig-Holstein dississes a data subject's claims for age discrimination and GDPR violations due to the these were found as an abuse of rights under Article 82 GDPR and § 242 BGB, designed primarily to obtain compensation.",
1 BvR 276/17,DE,NDR,,other,17,2019-11-06,0,BVerfG,"The German Federal Constitutional Court (Bundesverfassungsgericht - BVerfG) issued two decisions in parallel proceedings regarding the “right to be forgotten”. In the second one it ruled that ""when reviewing claims for injunctive relief against search engine operators, courts must take into account the freedom of expression afforded publishers of online contents"".  → See BVerfG - 1 BvR 16/13 for the other parallel decision.",
15 U 108/23,DE,,,privacy-related offenses,damages claim,2023-12-07,0,OLG Köln,"The Higher Regional Court of Cologne confirmed the judgment of a lower court on appeal, reaffirming that the plaintiff could not prove that he suffered immaterial damages under Article 82 GDPR as a consequence of the 2019 Facebook data breach.",
34 O 13123/19,DE,Anonymous,,privacy-related offenses,damages claim,2019-11-07,0,LG München,The First Regional Court of Munich (Landgericht München I - LG München I) underlines the importance of security measures for the processing of sensitive personal data by MasterCard without finding any violation.,
17 K 3920/19,DE,anonymous,,privacy-related offenses,lawful basis violation,2020-01-16,0,VG Hamburg,"The Hamburg Administrative Court decided that the publication of the plaintiff's salary by his employer as a public institution is lawful according to Article 6(1)(c), (e) GDPR and the applicable Hamburg transparency law. The Court argued that a high level of transparency with regard to the use of public funds represents a public concern of considerable importance and a mere aggregated publication does not create the same level of transparency.",
2-24 O 156/21,DE,,,privacy-related offenses,lawful basis violation,2023-05-26,0,LG Frankfurt am Main,A German Court ordered an energy provider to cease and desist from using two unlawful clauses in its general terms and conditions in violation of Article 6(1)(b) GDPR and Article 6(1)(f) GDPR.,
4 K 252/19.GI,DE,Anonymous,,privacy-related offenses,access request violation,2019-10-23,0,VG Gießen,The Administrative Court of Gießen ruled that an insolvency administrator has no right of access on behalf of a debtor.,
ECLI:DE:LGMS:2023:0704.16O238.22.00,DE,,,privacy-related offenses,lawful basis violation,2023-07-04,0,LG Münster,"The Regional Court of Münster held that the rights of the data subject overrode the economic interests of a credit agency, and thus the agency was unable to rely on Article 6(1)(f) GDPR as a legal basis for processing. As a result, the Court ordered the controller to erase the data subject’s personal data under Article 17(1)(d) GDPR.",
4 C 199/21,DE,"Paul Strobach
S-Bahn Berlin GmbH",,privacy-related offenses,access request violation,2022-03-28,0,AG Pankow,The District Court of Pankow held that a controller can refuse to answer an access request  under Article 15 GDPR if the effort required to comply with the request is disproportionate to the data subject's interest in accessing the data.,
11 U 1335/24,DE,Data Subject versus Telecommunications Company,,privacy-related offenses,lawful basis violation,2025-05-12,0,OLG Koblenz 11. Zivilsenat,A court upheld that the transmission of non-adverse contractual information data from a telecommunications company to SCHUFA for purposes of fraud prevention is lawful under legitimate interest.,
4 K 836/21,DE,,,privacy-related offenses,lawful basis violation,2022-07-26,0,VG Stuttgart,"The Administrative Court Stuttgart held that a data subject did not have a legitimate claim to rectify his naturalisation certificate according to Article 16 GDPR, because the certificate is not contained in a filing system or automated storage and therefore, pursuant to Article 2 GDPR, outside of the scope of the GDPR .",
18 U 2822/19 Pre,DE,,,other,"4, 7, 25(1)",2020-12-08,0,OLG München,"The Higher Regional Court Munich dismissed the appeal of a social network user who was seeking recognition that he was not obliged to apply the defendant's terms and conditions in respect of using his clear name on his profile, not a pseudonym. In the Court's view, the social media operator was entitled to introduce the above provisions into the terms and conditions, because a comparison of the rights of the platform operator and the user shows that the defendant's position was justified and was aimed at deterring users from illegal, abusive, harmful activities on the Internet.",
122 C 11829/24,DE,Facebook,,privacy-related offenses,damages claim,2025-02-13,0,AG München,A court held that a data subject whose data was processed by Facebook for personalised advertising was not entitled to non-material damages because they did not prove the suffering of any damage.,
8 AZR 117/24,DE,,,privacy-related offenses,lawful basis violation,2025-07-05,0,BAG,"The Federal Labour Court confirmed that a university violated its information obligation after rejecting a job applicant due to search results regarding the applicant. The university was ordered to pay €1.000 for non-material damages. However, the search itself was a lawful pre-contractual measure.",
5 L 623/21.F,DE,,,other,23,2021-03-16,0,VG Frankfurt am Main,The Administrative Court Frankfurt am Main (VG Frankfurt am Main) held that acts of European legislation have uniform and direct effect. The Government of the Land Hessen is therefore not entitled to declare acts of European legislation wholly inapplicable.,
16 O 420/19,DE,"LinkedIn
Verbraucherzentrale Bundesverband e.V.",,privacy-related offenses,lawful basis violation,2023-08-24,0,LG Berlin,"The Regional Court of Berlin (Landgericht Berlin, LG Berlin) held that LinkedIn engaged in unfair commercial practices, also in violation of the GDPR, by not considering the use of “do not track” settings as an objection to processing and by pre-ticking the “off-LinkedIn visibility” setting when users first set up an account.",
ECLI:DE:LAGNI:2021:1022.16SA761.20.00,DE,,,privacy-related offenses,access request violation,2021-10-22,0,LAG Niedersachsen,"The Regional Labour Court of Niedersachsen upheld a claim for non-material damages in relation to an access request that was answered incorrectly by a company, and ordered it to pay the claimant €1,250.",
521.14730 / 631.410,DE,Klarna Bank AB,,privacy-related offenses,access request violation,,0,BlnBDI,"Following an Article 60 GDPR cooperation procedure with the Swedish DPA as lead supervisory authority, the Berlin DPA rejected a complaint concerning an alleged violation of Article 15 GDPR. First, the controller had reasonable grounds to doubt the identity of the data subject. Second, the response respected the monthly time limit pursuant to Article 12(3) GDPR since the term pauses while the data subject responds to an authentication request.",
6 UKl 14/24,DE,Deutsche Bahn Fernverkehr AG,,privacy-related offenses,lawful basis violation,2025-07-10,0,OLG Frankfurt am Main,"A court held that the national railway company of Germany, unlawfully required customers to provide their e-mail addresses or mobile phone numbers to purchase tickets. It found that this was not required for the fulfillment of the contract and the consent provided was not genuine and free.",
